,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adj Varidnaviria,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_counts Varidnaviria,gene_counts unclassified viruses,gene_countsUnclassified
845,K02806,,,0.621,,,,,,,9.7805,,,,
846,K02825,,,0.6040408014312246,,,,,,,81.7644,,,,
847,K02834,,,0.6277144884116953,,,,0.6535773122916464,,,64.1863,,,,9.1563
848,K02835,,,0.6240748816902005,,,,,,,21.5016,,,,
849,K02836,,,0.627,,,,,,,8.637,,,,
850,K02838,,,0.5763700120765654,,,,,,,95.896,,,,
851,K02843,,,0.6559999999999999,,,,,,,8.9243,,,,
852,K02844,,,0.544,,,,,,,12.8776,,,,
853,K02847,,,,,0.5770000000000001,,,,,,,4.9731,,
854,K02851,,,0.5862497216416889,,,,,,,72.7162,,,,
855,K02856,,,0.6040925723838456,,,,0.5579999999999999,,,12.1173,,,,6.4054
856,K02860,,,0.5993855396952482,,,,0.668331481510954,,,69.28659999999999,,,,19.369
857,K02863,,,0.5988791446579165,,,,,,,92.10770000000001,,,,
858,K02864,,,0.6156034831857924,,,,,,,82.2527,,,,
859,K02867,,,0.6021261140588771,,,,,,,115.6164,,,,
860,K02871,,,0.5934976252986255,,,,,,,76.8351,,,,
861,K02874,,,0.6174265097846677,,,,,,,76.94019999999999,,,,
862,K02876,,,0.6379607599258417,,,,,,,112.26559999999999,,,,
863,K02878,,,0.6292736201982786,,,,,,,116.47820000000002,,,,
864,K02879,,,0.6202299439497521,,,,,,,83.9932,,,,
865,K02881,,,0.6353480017534042,,,,,,,75.27329999999999,,,,
866,K02884,,,0.6033445811773369,,,,,,,92.01319999999998,,,,
867,K02886,,,0.6373761958571592,,,,,,,138.6107,,,,
868,K02887,,,0.6091502276329281,,,,,,,85.13520000000001,,,,
869,K02888,,,0.5906399822096582,,,,,,,81.49059999999999,,,,
870,K02890,,,0.6209102456623603,,,,0.599,,,56.458299999999994,,,,12.0901
871,K02892,,,0.5799603334916364,,,,,,,103.8395,,,,
872,K02895,,,0.5871449293965475,,,,,,,94.87819999999996,,,,
873,K02897,,,0.6052980048208267,,,,,,,98.0734,,,,
874,K02899,,,0.6264780483057023,,,,,,,86.60860000000001,,,,
875,K02902,,,0.5926037905823913,,,,,,,50.0154,,,,
876,K02904,,,0.6199027614596659,,,,,,,38.9565,,,,
877,K02906,,,0.6156246985478906,,,,,,,82.7681,,,,
878,K02907,,,0.5484191857655522,,,,0.628,,,57.85979999999999,,,,4.2944
879,K02909,,,0.564053354292372,,,,,,,72.92399999999999,,,,
880,K02911,,,0.6021751352679328,,,,,,,44.0332,,,,
881,K02913,,,0.5339223191369495,,,,,,,32.9597,,,,
882,K02914,,,0.641867865625945,,,,,,,23.9108,,,,
883,K02916,,,0.5741413947528792,,,,0.5631309200684793,,,71.8544,,,,17.702399999999997
884,K02919,,,0.545648479094923,,,,,,,50.4604,,,,
885,K02926,,,0.623182355967518,,,,,,,116.0954,,,,
886,K02931,,,0.5959773407551594,,,,,,,107.69980000000001,,,,
887,K02933,,,0.6166293976658952,,,,,,,81.492,,,,
888,K02935,,,0.6123354538964901,,,,,,,115.3076,,,,
889,K02939,,,0.5900802603125505,,,,,,,64.3087,,,,
890,K02945,,,0.6071312116381415,,,,,,,263.7439,,,,
891,K02946,,,0.5876358343715465,,,,,,,207.2361,,,,
892,K02948,,,0.6536864053159975,,,,,,,53.563500000000005,,,,
893,K02950,,,0.6378994978361123,,,,,,,190.26059999999998,,,,
894,K02952,,,0.6012847674607759,,,,,,,70.701,,,,
895,K02954,,,0.6183741027396544,,,,,,,78.7652,,,,
896,K02956,,,0.5687335711259532,,,,,,,82.1558,,,,
897,K02959,,,0.6104987859272211,,,,0.595,,,74.4505,,,,1.9077
898,K02961,,,0.6025069853568873,,,,,,,51.2089,,,,
899,K02963,,,0.6377273705679394,,,,,,,76.261,,,,
900,K02965,,,0.6128041970019245,,,,,,,79.76789999999998,,,,
901,K02967,,,0.6046500844560896,,,,,,,97.10199999999999,,,,
902,K02968,,,0.6106503444241708,,,,0.5837678328578136,,,32.6312,,,,24.204099999999997
903,K02970,,,0.5526508925214015,,,,0.596,,,53.3444,,,,7.7545
904,K02982,,,0.6092615503816171,,,,,,,117.00959999999998,,,,
905,K02986,,,0.6031948312301313,,,,,,,122.0473,,,,
906,K02988,,,0.647170613077971,,,,,,,87.38589999999999,,,,
907,K02990,,,0.6052124726223366,,,,0.636,,,84.423,,,,8.7309
908,K02992,,,0.5930762911995642,,,,,,,117.79589999999999,,,,
909,K02994,,,0.6236792428269855,,,,,,,93.06989999999999,,,,
910,K02996,,,0.6323913698701141,,,,,,,57.3038,,,,
911,K03040,,,0.5993537264849782,,,,,,,195.8916,,,,
912,K03060,,,0.6018367119822582,0.5820000000000001,,,0.5771425955397078,,,32.5297,21.0742,,,8.3339
913,K03070,,,0.5868826827791532,,,,,,,138.4572,,,,
914,K03071,,,0.5899999999999999,,,,,,,2.8009,,,,
915,K03073,,,0.5960352336909676,,,,0.5460148653446549,,,36.617799999999995,,,,34.3991
916,K03075,,,0.6111173958876899,,,,0.6520308394946782,,,39.442400000000006,,,,10.350800000000001
917,K03076,,,0.5886008928473955,,,,,,,72.7496,,,,
918,K03077,,,0.5919680374906857,,,,,,,27.3693,,,,
919,K03088,,,0.5952528997990285,,,,0.6059485038363022,,,1753.7286999999988,,,,44.7963
920,K03089,,,0.6579999999999999,,,,,,,6.7414,,,,
921,K03090,,,0.691,,,,,,,8.0493,,,,
922,K03092,,,0.5990504438480775,,,,,,,201.40869999999998,,,,
923,K03100,,,0.5861854905487319,,,,,,,178.4538,,,,
924,K03101,,,0.6201834386003787,,,,,,,61.25000000000001,,,,
925,K03106,,,0.5999582071352335,,,,,,,42.887,,,,
926,K03110,,,0.6230414849691392,,,,,,,57.3669,,,,
927,K03111,,,0.6068870999009655,,,,0.629,,,147.0221,,,,8.7309
928,K03116,,,0.5911887595782124,,,,0.584960630994047,,,79.68690000000001,,,,27.9319
929,K03117,,,0.6650083580938936,,,,,,,7.3977,,,,
930,K03118,,,0.5748410951421048,0.6920000000000001,,,,,,136.7756,2.693,,,
931,K03119,,,0.57,,,,,,,5.8025,,,,
932,K03147,,,0.5964964326670302,,,,,,,173.82790000000003,,,,
933,K03149,,,0.6193191063731553,,,,,,,70.06939999999999,,,,
934,K03151,,,0.6209369770991829,,,,,,,33.115199999999994,,,,
935,K03153,,,0.6130232444945924,,,,,,,21.3956,,,,
936,K03154,,,0.6034058473244135,,,,0.6559999999999999,,,33.3799,,,,3.2574
937,K03168,,,0.5787897514614329,,,,,,,46.292699999999996,,,,
938,K03177,,,0.6243594308747058,,,,,,,58.1312,,,,
939,K03179,,,0.5972681913067751,,,,,,,28.930600000000002,,,,
940,K03182,,,0.568,,,,,,,17.9655,,,,
941,K03183,,,0.61,,,,,,,18.3933,,,,
942,K03186,,,0.6169649403677754,,,,,,,65.0382,,,,
943,K03187,,,0.682,,,,,,,2.5663,,,,
944,K03188,,,0.6027776880482683,,,,0.598,,,16.546599999999998,,,,3.3962
945,K03189,,,0.5669200236813364,,,,,,,27.617699999999996,,,,
946,K03190,,,0.5775778910079432,,,,,,,17.856,,,,
947,K03192,,,0.6899999999999998,,,,,,,2.9354,,,,
948,K03205,,,0.5856772098061919,,,,,,,23.889,,,,
949,K03208,,,0.6005539089086867,,,,,,,57.9668,,,,
950,K03210,,,0.5754917901713709,,,,,,,67.8323,,,,
951,K03215,,,0.5848691468886392,,,,,,,20.3471,,,,
952,K03216,,,0.636,,,,,,,4.9043,,,,
953,K03217,,,0.5515254710369638,,,,0.61,,,69.7413,,,,8.4822
954,K03218,,,0.630034462334327,,,,,,,35.9769,,,,
955,K03269,,,0.6759999999999999,,,,,,,4.4637,,,,
956,K03270,,,0.6137727162602356,,,,,,,29.551299999999998,,,,
957,K03271,,,0.6082882490584818,,,,,,,56.335300000000004,,,,
958,K03273,,,0.5668414735116541,,,,,,,30.8981,,,,
959,K03274,,,0.596,,,,,,,7.3074,,,,
960,K03281,,,0.6155899668343175,,,,,,,38.9742,,,,
961,K03282,,,0.5707613726529427,,,,,,,67.4731,,,,
962,K03286,,,0.6149450158329535,,,,,,,110.3828,,,,
963,K03292,,,0.618,,,,,,,8.6521,,,,
964,K03294,,,0.5820007558595908,,,,,,,43.9703,,,,
965,K03299,,,0.6128361882922877,,,,,,,16.450499999999998,,,,
966,K03301,,,0.5775195494499052,,,,,,,10.1473,,,,
967,K03303,,,0.5872321512883523,,,,,,,87.10929999999999,,,,
968,K03307,,,0.581,,,,,,,21.8981,,,,
969,K03313,,,0.576289591217427,,,,,,,48.720299999999995,,,,
970,K03317,,,0.5820000000000001,,,,,,,20.2391,,,,
971,K03320,,,0.6186328493948987,,,,,,,86.17869999999999,,,,
972,K03321,,,0.5920000000000002,,,,,,,5.7601,,,,
973,K03327,,,0.6088154287770053,,,,0.629,,,49.30440000000001,,,,5.5189
974,K03333,,,0.596,,,,,,,4.7804,,,,
975,K03335,,,0.5496505054281042,,,,,,,23.5686,,,,
976,K03336,,,0.5962963258288857,,,,,,,22.8719,,,,
977,K03337,,,0.5965825071360963,,,,,,,36.5247,,,,
978,K03365,,,0.6237161885899568,,,,,,,25.665799999999997,,,,
979,K03392,,,0.5999194948725477,,,,,,,61.615300000000005,,,,
980,K03394,,,0.6837590578031468,,,,,,,7.4854,,,,
981,K03396,,,0.6179776049583919,,,,,,,9.965,,,,
982,K03402,,,0.6445903302904662,,,,,,,77.0707,,,,
983,K03405,,,0.6081822727036987,,,,,,,29.0516,,,,
984,K03406,,,0.6032033948640766,,,,,,,171.553,,,,
985,K03407,,,0.605,,,,,,,8.6803,,,,
986,K03408,,,0.5754093586255452,,,,,,,63.25760000000001,,,,
987,K03409,,,0.5868330398789118,,,,0.6164922648745395,,,41.7977,,,,21.178199999999997
988,K03411,,,0.555,,,,,,,5.4147,,,,
989,K03412,,,0.6140709124509744,,,,,,,89.7467,,,,
990,K03413,,,0.5845574181119397,,,,,,,24.1965,,,,
991,K03414,,,0.675,,,,,,,1.9758,,,,
992,K03424,,,0.5989747291619529,,,,,,,70.93299999999999,,,,
993,K03426,,,0.6406112827896715,,,,,,,10.8554,,,,
994,K03427,,,0.51,,,,,,,7.3931,,,,
995,K03431,,,0.6257370055543534,,,,,,,34.1518,,,,
996,K03432,,,0.638,,,,,,,4.0963,,,,
997,K03433,,,0.7,,,,,,,3.6117,,,,
998,K03436,,,0.5953884455354237,,,,,,,35.2805,,,,
999,K03437,,,0.6332552367742407,,,,,,,29.8552,,,,
1000,K03438,,,0.6051875975546399,,,,,,,107.7258,,,,
1001,K03439,,,0.6659156909082821,,,,,,,9.1364,,,,
1002,K03442,,,0.5792352074104912,,,,,,,21.4768,,,,
1003,K03446,,,0.5799851320558488,,,,,,,161.7683,,,,
1004,K03455,,,0.5957940405295258,,,,,,,58.245799999999996,,,,
1005,K03457,,,0.6050865471472319,,,,,,,41.6375,,,,
1006,K03464,,,0.705786776305296,,,,,,,10.7166,,,,
1007,K03465,,,0.6055469626070294,,,,,,,27.660200000000003,,,,
1008,K03466,,,0.6202137790626012,,,,,,,209.1332,,,,
1009,K03469,,,0.6056260293305051,,,,,,,23.1999,,,,
1010,K03470,,,0.6306828537545089,,,,,,,66.39240000000001,,,,
1011,K03474,,,0.6604806752046687,,,,,,,19.5164,,,,
1012,K03478,,,0.5617921124771869,,,,0.6199602965041686,,,82.18459999999999,,,,22.2107
1013,K03495,,,0.6194477033737626,,,,,,,37.448499999999996,,,,
1014,K03496,,,0.5751031676187732,,,,,,,130.88109999999998,,,,
1015,K03497,,,0.6078710902878831,,,,,,,154.30480000000003,,,,
1016,K03498,,,0.604,,,,,,,4.7424,,,,
1017,K03500,,,0.6046975052227578,,,,,,,22.956699999999998,,,,
1018,K03501,,,0.5648166360239715,,,,0.552,,,58.46279999999999,,,,7.6868
1019,K03517,,,0.6179664790305824,,,,,,,27.1557,,,,
1020,K03518,,,0.669,,,,,,,6.4254,,,,
1021,K03519,,,0.737,,,,,,,3.7613,,,,
1022,K03521,,,0.6160144417014897,,,,0.6629999999999999,,,82.4682,,,,6.4972
1023,K03522,,,0.6316835411337517,,,,,,,162.4819,,,,
1024,K03523,,,0.6115324419494987,,,,,,,53.74549999999999,,,,
1025,K03524,,,0.639686899474387,,,,,,,47.1406,,,,
1026,K03525,,,0.598072697670675,,,,,,,67.81869999999999,,,,
1027,K03526,,,0.6124644044587017,,,,,,,106.7267,,,,
1028,K03527,,,0.6183456110396782,,,,,,,119.9369,,,,
1029,K03530,,,0.5879219020438787,,,,,,,75.71969999999999,,,,
1030,K03531,,,0.6266417043158227,,,,,,,124.9929,,,,
1031,K03534,,,0.5537802515124628,0.629,,,0.6,,,42.2208,6.9914,,,9.5802
1032,K03535,,,0.5820000000000001,,,,,,,6.6444,,,,
1033,K03536,,,0.6074401627314954,,,,0.6522400320315686,,,35.1968,,,,19.1598
1034,K03543,,,0.5953353006245945,,,,,,,133.39299999999997,,,,
1035,K03544,,,0.586249044476359,,,,,,,170.2041,,,,
1036,K03545,,,0.5851107955420976,,,,,,,100.61139999999999,,,,
1037,K03547,,,0.6509118941598588,,,,,,,11.0388,,,,
1038,K03549,,,0.6444869837097399,,,,,,,40.536100000000005,,,,
1039,K03550,,,0.6256154061138663,,,,,,,83.7452,,,,
1040,K03551,,,0.6068803060584473,,,,,,,70.5651,,,,
1041,K03553,,,0.6217381704855668,,,,,,,106.8255,,,,
1042,K03555,,,0.575,,,,,,,16.4379,,,,
1043,K03556,,,0.7007808938525848,,,,0.6970000000000001,,,178.79829999999995,,,,1.8051
1044,K03558,,,0.5775615648168555,,,,0.5748733254359254,,,19.738400000000002,,,,8.1607
1045,K03559,,,0.5832304227400108,,,,0.5649034416247868,,,297.1249,,,,35.254200000000004
1046,K03560,,,0.639,,,,,,,9.4996,,,,
1047,K03561,,,0.6175488543903968,,,,0.5660000000000001,,,164.08869999999996,,,,13.9432
1048,K03563,,,0.5781892357470036,,,,0.621,,,12.6319,,,,4.1689
1049,K03564,,0.586,0.5690436983839946,,,,,,17.931,107.5313,,,,
1050,K03565,,,0.6232860949927996,,,,0.6223986701986717,,,34.010999999999996,,,,22.1655
1051,K03566,,,0.663301553367867,,,,,,,7.4748,,,,
1052,K03567,,,0.619,,,,,,,4.1093,,,,
1053,K03568,,,0.594844139091419,,,,,,,27.4248,,,,
1054,K03569,,,0.6069340722511957,,,,,,,170.3144,,,,
1055,K03570,,,0.6144409478756397,,,,0.6318118191487679,,,37.594699999999996,,,,33.2345
1056,K03571,,,0.5779793890375741,,,,0.638,,,46.02839999999999,,,,5.5161
1057,K03572,,,0.61,,,,,,,6.6852,,,,
1058,K03574,,,0.5972838906881456,,,,,,,79.64270000000002,,,,
1059,K03575,,,0.6422651959913563,,,,,,,44.6108,,,,
1060,K03581,,,0.62,,,,,,,10.475,,,,
1061,K03583,,,0.605,,,,,,,7.3182,,,,
1062,K03584,,,0.6377660873677377,,,,,,,86.71430000000001,,,,
1063,K03585,,,0.5807325447611286,,,,,,,132.1985,,,,
1064,K03586,,,0.6146162768556507,,,,,,,13.0418,,,,
1065,K03587,,,0.6082986792943107,,,,,,,24.925,,,,
1066,K03588,,,0.5919826359032171,,,,,,,28.535899999999998,,,,
1067,K03589,,,0.623609512910203,,,,,,,47.317899999999995,,,,
1068,K03590,,,0.6435279985395091,,,,,,,78.7728,,,,
1069,K03593,,,0.6255558923075257,,,,,,,129.786,,,,
1070,K03594,,,0.5559433560219227,,,,,,,39.919,,,,
1071,K03595,,,0.6109693185568877,,,,,,,46.776799999999994,,,,
1072,K03596,,,0.5870000000000001,,,,,,,20.7164,,,,
1073,K03599,,,0.627,,,,,,,2.9168,,,,
1074,K03600,,,0.6656626214952321,,,,,,,14.164200000000001,,,,
1075,K03601,,,0.6381937013841721,,,,0.635,,,123.43790000000001,,,,2.2437
1076,K03602,,,0.5380949794388743,,,,0.574,,,57.38889999999999,,,,9.9848
1077,K03605,,,0.6428527401135795,,,,,,,14.350800000000001,,,,
1078,K03607,,,,,,,0.623,,,,,,,2.6884
1079,K03608,,,0.599,,,,,,,2.8244,,,,
1080,K03610,,,0.677,,,,,,,3.7326,,,,
1081,K03621,,,0.6237385280100339,,,,,,,103.625,,,,
1082,K03624,,,0.633,,,,,,,7.6615,,,,
1083,K03625,,,0.5948634324966738,,,,,,,69.3483,,,,
1084,K03628,,,0.6028196986738557,,,,,,,190.92640000000003,,,,
1085,K03629,,,0.7279438495781299,,,,,,,11.1215,,,,
1086,K03630,,,0.5342802910859829,,,,,,,5.5266,,,,
1087,K03631,,,0.6524150585510932,,,,,,,48.561400000000006,,,,
1088,K03634,,,0.5835740574732317,,,,,,,71.6033,,,,
1089,K03635,,,0.6265658687340894,,,,0.769,,,73.374,,,,6.4963
1090,K03636,,,0.5938727060432762,,,,0.604,,,122.949,,,,6.9053
1091,K03637,,,0.619372523041976,,,,,,,78.24470000000001,,,,
1092,K03638,,,0.6231938084855191,,,,,,,9.0479,,,,
1093,K03639,,,0.6073657136346589,,,,,,,113.34970000000001,,,,
1094,K03640,,,0.6122344662257887,,,,,,,51.3228,,,,
1095,K03641,,,0.5854702001005889,,,,,,,85.18390000000002,,,,
1096,K03642,,,0.6028627732629862,,,,,,,170.3449,,,,
1097,K03643,,,0.581,,,,,,,14.1132,,,,
1098,K03644,,,0.6177509155620718,,,,,,,93.5909,,,,
1099,K03647,,,0.609,,,,,,,4.1157,,,,
1100,K03648,,,0.6449482588098259,,,,,,,8.8097,,,,
1101,K03649,,,0.737,,,,,,,4.136,,,,
1102,K03650,,,0.6355506354131784,,,,,,,31.1019,,,,
1103,K03651,,,0.5698381516954555,,,,,,,84.97510000000001,,,,
1104,K03652,,0.631,0.6117374261312852,,,,,,5.3472,66.0219,,,,
1105,K03655,,,0.611,,,,,,,17.4561,,,,
1106,K03657,,,0.5837954131756266,,,,,,,61.0631,,,,
1107,K03664,,,0.5768040988013704,,,,,,,78.41420000000001,,,,
1108,K03665,,,0.6433112557026712,,,,,,,99.58749999999999,,,,
1109,K03666,,,0.5725758732760401,,,,,,,80.17550000000001,,,,
1110,K03667,,,0.582675099650009,,,,,,,69.8964,,,,
1111,K03670,,,0.62,,,,,,,4.0427,,,,
1112,K03671,,,0.5967470349534567,,,,,,,66.0482,,,,
1113,K03672,,,0.6514531722520016,,,,,,,12.206,,,,
1114,K03673,,,0.6530641830772459,,,,,,,6.611800000000001,,,,
1115,K03676,,,0.6156161859554515,,,,,,,8.6582,,,,
1116,K03683,,,0.69,,,,,,,3.8429,,,,
1117,K03684,,,0.731,,,,,,,2.7275,,,,
1118,K03685,,,0.6323423038464107,,,,,,,58.0929,,,,
1119,K03686,,,0.6134619554099214,,,,,,,33.9319,,,,
1120,K03687,,,0.6079581836793483,,,,,,,61.38890000000001,,,,
1121,K03698,,,0.597364584561386,,,,,,,45.0786,,,,
1122,K03699,,,0.6124599569584357,,,,,,,43.552800000000005,,,,
1123,K03701,,,0.6049272244999181,,,,,,,139.79610000000002,,,,
1124,K03702,,,0.608338916068863,,,,,,,75.72380000000001,,,,
1125,K03703,,,0.6050954688900196,,,,,,,75.93900000000001,,,,
1126,K03704,,,0.5527671794348533,,,,,,,194.95329999999998,,,,
1127,K03705,,,0.6151303991586731,,,,0.629,,,83.3473,,,,5.284
1128,K03709,,,0.6336378376996217,,,,,,,43.162600000000005,,,,
1129,K03710,,,0.6201158473064718,,,,,,,38.73350000000001,,,,
1130,K03711,,,0.629,,,,,,,11.1647,,,,
1131,K03719,,,0.5902158168099673,,,,,,,21.8083,,,,
1132,K03722,,,0.6056689626528889,,,,,,,51.66329999999999,,,,
1133,K03723,,,0.6111307496279891,,,,,,,31.1575,,,,
1134,K03724,,,0.6210893914088289,,,,,,,91.38630000000002,,,,
1135,K03734,,,0.6433048957928397,,,,,,,16.297800000000002,,,,
1136,K03735,,,0.6055843186866963,,,,,,,25.7026,,,,
1137,K03736,,,0.611784687265596,,,,,,,20.6213,,,,
1138,K03737,,,0.617,,,,,,,8.2322,,,,
1139,K03741,,,0.585724429352182,,,,,,,35.234700000000004,,,,
1140,K03742,,,0.6366733904189014,,,,,,,28.712899999999998,,,,
1141,K03743,,,0.713,,,,,,,3.2904,,,,
1142,K03744,,,0.5824106391958712,,,,,,,126.8128,,,,
1143,K03747,,,0.591,,,,,,,4.9981,,,,
1144,K03750,,,0.636397311363897,,,,,,,36.939,,,,
1145,K03752,,,0.6236029650450451,,,,,,,67.6197,,,,
1146,K03753,,,0.684,,,,,,,4.5702,,,,
1147,K03767,,,0.591,,,,,,,4.8031,,,,
1148,K03768,,,0.5862151005159898,0.5489999999999999,,,,,,35.8676,2.7366,,,
1149,K03770,,,0.5869586946984984,,,,,,,28.137900000000002,,,,
1150,K03771,,,0.5699328187417679,,,,,,,43.6331,,,,
1151,K03772,,,0.5692288442624168,,,,,,,28.3097,,,,
1152,K03773,,,0.564,,,,,,,19.2885,,,,
1153,K03781,,,0.6053362327584842,0.585,,,,,,117.02210000000001,2.816,,,
1154,K03782,,,0.5988469724852863,,,,,,,50.5214,,,,
1155,K03783,,,0.6186674270368671,,,,,,,56.6666,,,,
1156,K03786,,,0.5930840351103523,,,,,,,11.6555,,,,
1157,K03787,,,0.630964091359485,,,,,,,34.882400000000004,,,,
1158,K03789,,,0.5968859390715294,,,,0.5902684073082743,,,73.692,,,,19.7676
1159,K03790,,,0.6049835678974866,,,,,,,104.60630000000002,,,,
1160,K03793,,,0.608,,,,,,,17.3768,,,,
1161,K03795,,,0.652,,,,,,,2.6602,,,,
1162,K03797,,,0.5936047242831379,,,,,,,139.49290000000002,,,,
1163,K03799,,,0.5971101476746556,,,,,,,68.6419,,,,
1164,K03801,,,0.6248931359077281,,,,,,,41.205,,,,
1165,K03805,,,0.649,,,,,,,5.3801,,,,
1166,K03808,,,0.6163078347566243,,,,,,,23.418,,,,
1167,K03809,,,0.5780553533429107,,,,,,,26.5706,,,,
1168,K03811,,,0.6,,,,,,,5.4986,,,,
1169,K03814,,,0.6,,,,,,,16.279,,,,
1170,K03818,,,0.5760000000000001,,,,,,,5.3377,,,,
1171,K03820,,,0.6197977066401525,,,,,,,89.3123,,,,
1172,K03821,,,0.6578957125935728,,,,,,,87.12710000000001,,,,
1173,K03828,,,0.584,,,,,,,2.8699,,,,
1174,K03829,,,0.609,,,,0.6629999999999999,,,3.0443,,,,2.4412
1175,K03830,,,0.629,,,,,,,4.9665,,,,
1176,K03832,0.604,,0.599245434232621,0.563,,,0.5884956800453393,4.3919,,545.8699,3.164,,,190.2465
1177,K03833,,,0.5982622555861451,,,,,,,11.7068,,,,
1178,K03841,,,0.597431678772256,,,,,,,19.339199999999998,,,,
1179,K03856,,,0.609,,,,,,,25.9103,,,,
1180,K03885,,,0.5832274197714636,,,,,,,140.0664,,,,
1181,K03886,,,0.5788344248289157,,,,,,,58.559,,,,
1182,K03889,,,0.6898856974994655,,,,,,,9.6028,,,,
1183,K03890,,,0.618,,,,,,,5.0043,,,,
1184,K03892,,,0.597688679749667,,,,,,,63.898399999999995,,,,
1185,K03924,,0.636,0.622109025066675,0.655,,,,,10.9854,214.1784,2.8591,,,
1186,K03925,,,0.5488833549206035,,,,0.555,,,84.04969999999999,,,,3.7425
1187,K03926,,0.5932780555582228,0.6085793732597433,,,,0.517,,23.915599999999998,26.4413,,,,2.1641
1188,K03928,,,0.7170000000000002,,,,,,,3.6824,,,,
1189,K03929,,,0.603044148698305,,,,,,,31.072400000000002,,,,
1190,K03930,,,0.5864116039110234,,,,,,,20.5265,,,,
1191,K03932,,,0.64137897377672,,,,,,,28.4155,,,,
1192,K03937,,,0.6829999999999998,,,,,,,2.8126,,,,
1193,K03969,,,0.6174009166231081,,,,,,,42.9884,,,,
1194,K03970,,,,,,,0.652,,,,,,,1.4469
1195,K03972,,,0.5718890359477593,,,,,,,29.1417,,,,
1196,K03973,,,0.6200361080210843,,,,0.6619136945155423,,,52.327200000000005,,,,6.61
1197,K03975,,,0.5863573827222857,,,,0.618339721389681,,,131.18220000000002,,,,12.9353
1198,K03976,,,0.5998775922634275,,,,,,,13.168700000000001,,,,
1199,K03977,,,0.6198812280014161,,,,,,,43.584,,,,
1200,K03978,,,0.598672686736745,,,,,,,34.0209,,,,
1201,K03979,,,0.6322978922351774,,,,,,,143.0206,,,,
1202,K03980,,,0.5750334982098062,,,,,,,55.0095,,,,
1203,K03981,,,0.6561101101574005,,,,,,,5.6332,,,,
1204,K04027,,,0.6990000000000001,,,,,,,6.0404,,,,
1205,K04033,,,0.624,,,,,,,2.2966,,,,
1206,K04034,,,0.5678718792094849,,,,,,,43.5985,,,,
1207,K04042,,,0.6230277230137226,,,,,,,24.5928,,,,
1208,K04047,,,0.5733808995998949,,,,,,,107.82280000000002,,,,
1209,K04062,,,,,,,0.6293080547136121,,,,,,,43.68129999999999
1210,K04063,,,0.6123876221639312,,,,,,,80.73309999999998,,,,
1211,K04065,,,0.5926451317433693,,,,0.600542964032002,,,123.31450000000001,,,,25.284299999999998
1212,K04066,,,0.6283753392703919,,,,,,,71.0395,,,,
1213,K04069,,,0.548880898022769,,,,,,,21.4512,,,,
1214,K04074,,,0.6962511378619197,,,,,,,27.168499999999998,,,,
1215,K04075,,,0.6260422258038316,,,,,,,48.364200000000004,,,,
1216,K04077,,,0.6169886705603083,,,,,,,573.8582,,,,
1217,K04078,,,0.5723711276427215,,,,,,,163.39180000000002,,,,
1218,K04079,,,0.6003395000596844,,,,,,,57.0446,,,,
1219,K04080,,,0.578,,,,,,,10.1357,,,,
1220,K04082,,,0.6045406063851391,,,,,,,39.329,,,,
1221,K04083,,,0.6637416376892722,,,,,,,14.3917,,,,
1222,K04085,,,0.7,,,,0.654,,,5.0691,,,,8.856
1223,K04087,,,0.6416241105510334,,,,,,,11.479,,,,
1224,K04088,,,0.565,,,,,,,10.9625,,,,
1225,K04091,,,0.6021314726714664,,,,,,,17.1676,,,,
1226,K04093,,,0.5670000000000001,,,,,,,2.5836,,,,
1227,K04094,,,0.59,,,,,,,9.7013,,,,
1228,K04095,,,0.5549266149847589,,,,,,,16.9082,,,,
1229,K04096,,,0.6212087116014293,,,,0.6057009819026906,,,148.41280000000003,,,,17.4182
1230,K04102,,,0.675,,,,,,,3.2168,,,,
1231,K04117,,,0.6509999999999999,,,,,,,8.0835,,,,
1232,K04343,,,0.6593795722801228,,,,,,,6.5679,,,,
1233,K04485,,,0.7097194031278902,,,,,,,19.7529,,,,
1234,K04487,,,0.6136754237977597,,,,,,,78.9245,,,,
1235,K04488,,,0.667,,,,,,,2.4844,,,,
1236,K04517,,,0.6407231499943694,,,,,,,16.3597,,,,
1237,K04518,,,0.585,,,,,,,4.6177,,,,
1238,K04564,,,0.5691271446482397,,,,,,,104.2941,,,,
1239,K04565,,,0.606852716468614,,,,,,,42.7728,,,,
1240,K04566,,,0.624,,,,,,,7.5754,,,,
1241,K04567,,,0.5675418228502722,,,,,,,36.0161,,,,
1242,K04651,,,0.5733819937877658,,,,0.706,,,20.262999999999998,,,,4.1971
1243,K04652,,,0.5785652321815785,,,,,,,20.1737,,,,
1244,K04653,,,0.5685128586375541,,,,,,,23.123999999999995,,,,
1245,K04654,,,0.5982298595522707,,,,,,,32.601099999999995,,,,
1246,K04655,,,0.6251613503773217,,,,,,,16.7612,,,,
1247,K04656,,,0.6200437101289042,,,,,,,49.04610000000001,,,,
1248,K04719,,,0.632,,,,,,,7.8205,,,,
1249,K04744,,,0.5915937404880524,,,,0.5969369959443039,,,47.709900000000005,,,,15.447099999999999
1250,K04748,,,0.6313034728418295,,,,,,,14.2202,,,,
