,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Baculoviridae,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Baculoviridae,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_countsUnclassified
837,K03273,,,0.621,,,,,,,9.6219,,,,
838,K03282,,,0.6007010913010165,,,,,,,62.768699999999995,,,,
839,K03284,,,0.636738819746658,,,,,,,44.5598,,,,
840,K03286,,,0.5922599359116593,,,,,,,61.3475,,,,
841,K03299,,,0.651875096942293,,,,,,,21.814300000000003,,,,
842,K03301,,,0.5784970621955171,,,,,,,11.939400000000001,,,,
843,K03303,,,0.6335039732490262,,,,,,,145.32440000000003,,,,
844,K03306,,,0.6639999999999999,,,,,,,7.3134,,,,
845,K03313,,,0.7086520520569344,,,,,,,48.521499999999996,,,,
846,K03320,,,0.6410941149283912,,,,,,,134.9735,,,,
847,K03321,,,0.59,,,,,,,5.8267,,,,
848,K03325,,,0.6257009417906643,,,,,,,18.7635,,,,
849,K03327,,,0.6066789900826022,,,,,,,4.3153999999999995,,,,
850,K03331,,,0.534,,,,,,,2.932,,,,
851,K03335,,,0.6314178640077388,,,,,,,25.0148,,,,
852,K03336,,,0.591,,,,,,,5.4661,,,,
853,K03337,,0.662,0.6542271884741173,,,,,,4.559,28.5636,,,,
854,K03365,,,0.6597407955468098,,,,,,,16.198900000000002,,,,
855,K03392,,,0.6052205424654873,,,,,,,26.5687,,,,
856,K03394,,,0.7011865033880955,,,,,,,18.0015,,,,
857,K03395,,,0.623,,,,,,,3.165,,,,
858,K03396,,,0.604,,,,,,,22.7258,,,,
859,K03402,,,0.6648898835296102,,,,,,,34.5846,,,,
860,K03405,,,0.706,,,,,,,7.2523,,,,
861,K03406,,,0.653234151291034,,,,,,,361.53959999999995,,,,
862,K03408,,,0.6320036796057354,,,,,,,17.852,,,,
863,K03409,,,0.6035908439452397,,,,,,,10.172,,,,
864,K03411,,,0.5870000000000001,,,,,,,3.2923,,,,
865,K03412,,,0.648,,,,,,,3.1023,,,,
866,K03413,,,0.629,,,,,,,8.0687,,,,
867,K03414,,,0.5853271791926673,,,,,,,18.6585,,,,
868,K03418,,,0.6156404333896455,,,,,,,6.3765,,,,
869,K03424,,,0.6188116850162138,,,,,,,63.30419999999999,,,,
870,K03426,,,0.672372818530886,,,,,,,37.3267,,,,
871,K03427,,,0.6399698951963204,,,,,,,21.0736,,,,
872,K03432,,,0.6714811496682324,,,,,,,31.4237,,,,
873,K03433,,,0.672,,,,,,,11.7687,,,,
874,K03436,,,0.547,,,,,,,4.8791,,,,
875,K03438,,,0.6422778993000167,,,,,,,142.9471,,,,
876,K03439,,,0.634382034722902,,,,,,,44.66119999999999,,,,
877,K03446,,,0.6062186267397217,,,,,,,11.1194,,,,
878,K03449,,,0.71,,,,,,,2.8062,,,,
879,K03455,,,0.6405741584780399,,,,,,,19.3236,,,,
880,K03457,,,0.6125941277700372,,,,,,,30.677099999999996,,,,
881,K03462,,,0.539,,,,,,,6.3346,,,,
882,K03464,,,0.7254780494333302,,,,,,,33.5639,,,,
883,K03465,,,0.6550306944983992,,,,,,,46.3979,,,,
884,K03466,,,0.6581324710912346,,,,,,,432.2978000000001,,,,
885,K03469,,,0.6361987621044225,,,,,,,7.1934000000000005,,,,
886,K03470,,,0.6787677929147549,,,,,,,58.795199999999994,,,,
887,K03474,,,0.6380858681214738,,,,,,,24.758,,,,
888,K03478,,,0.6112412440993553,,,,,,,43.843700000000005,,,,
889,K03495,,,0.6075445855347762,,,,,,,9.2743,,,,
890,K03496,,,0.6297179816314395,,,,,,,159.0221,,,,
891,K03497,,,0.6555296271150334,,,,0.731,,,181.77589999999998,,,,5.5718
892,K03498,,,0.61,,,,,,,7.7207,,,,
893,K03499,,,0.6940000000000001,,,,,,,4.517,,,,
894,K03501,,,0.6347032283411276,,,,,,,30.6633,,,,
895,K03517,,,0.628145241568087,,,,,,,89.903,,,,
896,K03518,,,0.6627705756353062,,,,,,,49.515,,,,
897,K03519,,,0.6796351092304675,,,,,,,24.9479,,,,
898,K03521,,,0.6809033473509304,,,,,,,161.77900000000002,,,,
899,K03522,,,0.6572365299973615,,,,,,,176.3986,,,,
900,K03523,,,0.6451354630893573,,,,,,,25.7042,,,,
901,K03524,,,0.6322833584474844,,,,,,,6.2448,,,,
902,K03525,,,0.6528101353846936,,,,,,,56.825100000000006,,,,
903,K03526,,,0.6503891256015677,,,,,,,200.6359,,,,
904,K03527,,,0.6465975353573037,,,,,,,268.2313,,,,
905,K03528,,,,,,,0.6339967430858228,,,,,,,4.7673
906,K03530,,,0.606039740466347,,,,0.7390000000000001,,,36.0397,,,,5.4729
907,K03531,,,0.670653791981995,,,,,,,249.0859,,,,
908,K03534,,,0.5859052313851113,,,,,,,27.455999999999996,,,,
909,K03536,,,0.6218963076938306,,,,0.733,,,74.4338,,,,4.0507
910,K03543,,,0.6370000000000001,,,,,,,8.0022,,,,
911,K03544,,,0.6162899603629673,,,,,,,234.78199999999998,,,,
912,K03545,,,0.6395873210136085,,,,,,,155.7486,,,,
913,K03546,,,0.7418706369884042,,,,,,,17.301299999999998,,,,
914,K03547,,,0.7238270755975426,,,,,,,19.836199999999998,,,,
915,K03549,,,0.6369668813547501,,,,,,,156.2544,,,,
916,K03550,,,0.6561229026769866,,,,,,,72.9465,,,,
917,K03551,,,0.6826696407967275,,,,,,,141.07160000000002,,,,
918,K03553,,,0.6324017972629019,,,,,,,170.31849999999997,,,,
919,K03556,,,0.6714146867959777,,,,0.753,,,358.9686999999999,,,,5.1612
920,K03557,,,0.5489999999999999,,,,,,,4.0624,,,,
921,K03558,,,0.6268813802426582,,,,,,,67.0278,,,,
922,K03559,,,0.5977771691104329,,,,0.5861772426228371,,,224.36729999999994,,,,13.3087
923,K03560,,,0.647,,,,,,,4.466,,,,
924,K03561,,,0.6105696973559203,,,,,,,169.43699999999998,,,,
925,K03563,,,0.6241220108956654,,,,,,,16.314999999999998,,,,
926,K03564,,,0.6160807126706956,,,,,,,65.5491,,,,
927,K03565,,,0.6819983555268969,,,,0.7391997585495169,,,35.239200000000004,,,,4.9366
928,K03568,,,0.5449999999999999,,,,,,,8.5537,,,,
929,K03569,,,0.6244867021999913,,,,,,,308.13769999999994,,,,
930,K03570,,,0.6144893883839213,,,,0.705,,,53.4458,,,,5.7051
931,K03571,,,0.6647071740002757,,,,0.664,,,30.5689,,,,3.7274
932,K03574,,,0.6874189109335382,,,,,,,78.231,,,,
933,K03575,,,0.6662886739692362,,,,,,,44.3254,,,,
934,K03581,,,0.745,,,,,,,10.0641,,,,
935,K03583,,,0.7120000000000001,,,,,,,5.8848,,,,
936,K03584,,,0.6612161426097262,,,,,,,104.66170000000002,,,,
937,K03585,,,0.643,,,,,,,4.7592,,,,
938,K03586,,,0.58,,,,,,,5.6994,,,,
939,K03589,,,0.6095813159704763,,,,0.7230557506058352,,,44.417,,,,8.0686
940,K03590,,,0.63288600108457,,,,,,,72.7574,,,,
941,K03593,,,0.6484345359265189,,,,,,,144.0454,,,,
942,K03594,,,0.5947650186356048,,,,,,,71.4077,,,,
943,K03595,,,0.6448802629060215,,,,,,,58.5908,,,,
944,K03597,,,,,,,0.608,,,,,,,6.0586
945,K03601,,0.662,0.6496569081114693,,,,,,3.1175,94.43050000000001,,,,
946,K03602,,,0.6156657866074047,,,,0.628,,,73.21350000000001,,,,4.4706
947,K03605,,,0.6757184681160432,,,,,,,10.6722,,,,
948,K03608,,,0.6048404770006608,,,,,,,19.3448,,,,
949,K03609,,,0.6678849455799418,,,,,,,8.7826,,,,
950,K03610,,,0.6205838674092049,,,,,,,16.8975,,,,
951,K03611,,,0.6767534799248716,,,,,,,21.2404,,,,
952,K03620,,,0.5820000000000001,,,,,,,3.4095,,,,
953,K03621,,,0.6374864653586217,,,,,,,123.54790000000004,,,,
954,K03623,,,0.614,,,,,,,3.3611,,,,
955,K03624,,,0.6529161745010116,,,,,,,45.17900000000001,,,,
956,K03625,,,0.6600394980045298,,,,,,,75.60969999999999,,,,
957,K03628,,,0.6366798684139644,,,,,,,274.0682,,,,
958,K03629,,,0.6822426242973835,,,,,,,54.31419999999999,,,,
959,K03630,,,0.6044432437893279,,,,,,,54.1708,,,,
960,K03631,,,0.6792287776847445,,,,,,,57.2482,,,,
961,K03634,,,0.5418143688018362,,,,,,,13.5005,,,,
962,K03635,,,0.6789721607342639,,,,0.648991792168208,,,52.04610000000001,,,,5.971299999999999
963,K03636,,,0.6676900777247492,,,,,,,113.32289999999999,,,,
964,K03637,,,0.6703684538598959,,,,,,,70.2858,,,,
965,K03639,,,0.6498734715697178,,,,,,,92.4095,,,,
966,K03640,,,0.6145526060437073,,,,,,,35.6106,,,,
967,K03641,,,0.5944641318084375,,,,,,,34.4739,,,,
968,K03642,,,0.6216926469559901,,,,,,,109.04429999999999,,,,
969,K03643,,,0.649,,,,,,,16.443,,,,
970,K03644,,,0.6500134049249666,,,,,,,177.71900000000002,,,,
971,K03647,,,0.622,,,,,,,4.9139,,,,
972,K03648,,,0.690860888869909,,,,,,,32.1871,,,,
973,K03649,,,0.711,,,,,,,2.6312,,,,
974,K03650,,,0.6071969460502898,,,,,,,29.6058,,,,
975,K03651,,,0.6257737522371642,,,,,,,41.9822,,,,
976,K03652,,0.457,0.6545586219784444,,,,,,2.7665,58.541999999999994,,,,
977,K03657,,,0.557,,,,,,,4.6398,,,,
978,K03664,,,0.6047061339195695,,,,,,,85.88659999999999,,,,
979,K03665,,,0.6433998711523746,,,,,,,110.74589999999999,,,,
980,K03666,,,0.5382740506026383,,,,,,,42.956199999999995,,,,
981,K03667,,,0.5786100342740941,,,,,,,22.9542,,,,
982,K03669,,,0.636905792707223,,,,,,,8.640899999999998,,,,
983,K03670,,,0.65,,,,,,,5.9506,,,,
984,K03671,,,0.6490717650381721,,,,,,,105.69929999999998,,,,
985,K03672,,,0.6566241160288632,,,,,,,5.508,,,,
986,K03673,,,0.611857382842455,,,,,,,12.0857,,,,
987,K03676,,,0.5720000000000001,,,,,,,5.5218,,,,
988,K03685,,,0.6468609221351095,,,,,,,31.7595,,,,
989,K03687,,,0.6684452924114477,,,,,,,113.7701,,,,
990,K03690,,,0.68,,,,,,,3.9187,,,,
991,K03698,,,0.5988033640290055,,,,,,,25.061,,,,
992,K03699,,,0.657,,,,,,,6.0312,,,,
993,K03701,,,0.6572576435862618,,,,,,,27.3097,,,,
994,K03702,,,0.5781040552146557,,,,,,,24.4259,,,,
995,K03703,,,0.6514605081561354,,,,,,,52.430499999999995,,,,
996,K03704,,,0.592193224553069,,,,,,,344.6420999999999,,,,
997,K03705,,,0.6563606446312942,,,,,,,211.97359999999998,,,,
998,K03709,,,0.6940386875961394,,,,,,,66.2901,,,,
999,K03710,,,0.6563175616939787,,,,,,,23.1711,,,,
1000,K03718,,,0.6436076475019694,,,,,,,17.1588,,,,
1001,K03719,,,0.6407487833904288,,,,,,,116.0276,,,,
1002,K03722,,,0.594007103407365,,,,,,,13.3219,,,,
1003,K03723,,,0.556,,,,,,,4.4569,,,,
1004,K03724,,,0.6947924828315912,,,,,,,56.241099999999996,,,,
1005,K03734,,,0.6829842272307793,,,,,,,66.7272,,,,
1006,K03735,,,0.625,,,,,,,18.5123,,,,
1007,K03737,,,0.581,,,,,,,3.3875,,,,
1008,K03741,,,0.6634602557645324,,,,,,,10.958300000000001,,,,
1009,K03742,,,0.5589999999999999,,,,,,,3.09,,,,
1010,K03743,,,0.5589999999999999,,,,,,,3.09,,,,
1011,K03744,,,0.5985940726719549,,,,,,,140.26080000000005,,,,
1012,K03745,,,0.6088087483542657,,,,,,,15.9912,,,,
1013,K03746,,,0.5348609141845339,,,,,,,37.0572,,,,
1014,K03747,,,0.518,,,,,,,7.6622,,,,
1015,K03748,,,0.6779999999999999,,,,,,,3.1562,,,,
1016,K03750,,,0.7106673058538123,,,,,,,40.1699,,,,
1017,K03752,,,0.6865693669041775,,,,,,,14.1262,,,,
1018,K03753,,,0.6376179462269811,,,,,,,24.1334,,,,
1019,K03768,,,0.6357489956877772,,,,,,,26.7808,,,,
1020,K03769,,,0.639,,,,,,,3.7976,,,,
1021,K03770,,,0.5537341552882834,,,,,,,12.0457,,,,
1022,K03772,,,0.5822811176763372,,,,,,,6.116099999999999,,,,
1023,K03781,,,0.6339653829627891,,,,,,,287.00350000000003,,,,
1024,K03782,,,0.598,,,,,,,19.7188,,,,
1025,K03783,,,0.6743329963197566,,,,,,,19.215600000000002,,,,
1026,K03786,,,0.6176129117832164,,,,,,,47.441900000000004,,,,
1027,K03787,,,0.6216048000128424,,,,,,,30.223200000000002,,,,
1028,K03789,,,0.6564690639984455,,,,0.556,,,35.62329999999999,,,,6.4453
1029,K03790,,,0.6506998032081406,,,,,,,83.3709,,,,
1030,K03795,,,0.7592425070651787,,,,,,,17.4985,,,,
1031,K03797,,,0.606553712854631,,,,,,,191.37130000000002,,,,
1032,K03799,,,0.6448983584964549,,,,,,,57.23290000000001,,,,
1033,K03801,,,0.6806303807956626,,,,,,,25.094500000000004,,,,
1034,K03802,,,0.65,,,,,,,3.3453,,,,
1035,K03808,,,0.608318842510359,,,,,,,13.9861,,,,
1036,K03809,,,0.6175144987791082,,,,,,,64.6065,,,,
1037,K03811,,,0.5883923639510525,,,,,,,19.682199999999998,,,,
1038,K03814,,,0.6167326522819121,,,,,,,6.3881,,,,
1039,K03820,,,0.6703946058345074,,,,,,,47.97220000000001,,,,
1040,K03821,,,0.6345492768330352,,,,,,,146.79080000000002,,,,
1041,K03824,,,0.6927702694677556,,,,,,,33.9931,,,,
1042,K03828,,,0.6169281204139471,,,,,,,7.1007,,,,
1043,K03829,,,0.705660062031916,,,,,,,21.1725,,,,
1044,K03830,,,0.6380654975620934,,,,,,,20.5321,,,,
1045,K03832,,,0.605119546663964,,,,0.5712463286229711,,,170.55959999999996,,,,21.7422
1046,K03841,,,0.6256903534076542,,,,,,,4.2468,,,,
1047,K03855,,,0.66,,,,,,,4.1178,,,,
1048,K03885,,,0.6390571256438123,,,,,,,80.36759999999998,,,,
1049,K03886,,,0.6426890302938559,,,,,,,25.0971,,,,
1050,K03889,,,0.701181759157928,,,,,,,30.1857,,,,
1051,K03890,,,0.6506893942119186,,,,,,,7.9307,,,,
1052,K03892,,,0.6324511617375084,,,,,,,50.472899999999996,,,,
1053,K03893,,,0.6965710718896523,,,,,,,7.701599999999999,,,,
1054,K03919,,,0.6818769855099639,,,,,,,10.2198,,,,
1055,K03921,,,0.69,,,,,,,3.9521,,,,
1056,K03924,,0.6809999999999999,0.6631326874055391,,,,,,3.9514,233.46449999999996,,,,
1057,K03925,,,0.6383106177566071,,,,0.5938642983391519,,,101.828,,,,6.0606
1058,K03926,,,0.6431605679272501,,,,,,,37.1021,,,,
1059,K03928,,,0.6988752163677827,,,,,,,13.8779,,,,
1060,K03932,,,0.5958691745819825,,,,,,,42.364999999999995,,,,
1061,K03937,,,0.6232876235491344,,,,,,,25.7691,,,,
1062,K03969,,,0.640815635164674,,,,,,,71.4669,,,,
1063,K03972,,,0.6868169013516789,,,,,,,12.5084,,,,
1064,K03973,,,0.6495877631754897,,,0.755,0.7165856750796933,,,46.5939,,,5.5516,15.051699999999999
1065,K03975,,,0.6664112430502994,,,,0.7170000000000001,,,107.83730000000001,,,,6.6817
1066,K03976,,,0.6764762618712451,,,,,,,27.5922,,,,
1067,K03977,,,0.7006297305370037,,,,,,,25.1175,,,,
1068,K03978,,,0.6196947831068779,,,,,,,35.673500000000004,,,,
1069,K03979,,,0.6651510018508534,,,,,,,100.0547,,,,
1070,K03980,,,0.69,,,,,,,7.1703,,,,
1071,K04027,,,0.6658453554159449,,,,,,,19.240299999999998,,,,
1072,K04028,,,0.6557668835035281,,,,,,,23.4031,,,,
1073,K04033,,,0.586,,,,,,,5.3215,,,,
1074,K04034,,,0.5561562376901457,,,,,,,24.1755,,,,
1075,K04042,,,0.6793523962406075,,,,,,,23.5009,,,,
1076,K04046,,,0.609,,,,,,,6.5182,,,,
1077,K04047,,,0.644487715637411,,,,,,,38.7913,,,,
1078,K04061,,,0.633,,,,,,,14.0474,,,,
1079,K04062,,,0.608,,,,,,,3.3232,,,,
1080,K04063,,,0.6388696458146952,,,,,,,133.06009999999998,,,,
1081,K04065,,,0.5971701350791487,,,,0.6747316853730403,,,81.0778,,,,7.436400000000001
1082,K04066,,,0.6778165786595913,,,,,,,155.7157,,,,
1083,K04069,,,0.5951623101035354,,,,,,,23.3164,,,,
1084,K04070,,,0.544,,,,,,,3.3862,,,,
1085,K04074,,,0.6490231597463109,,,,,,,27.0808,,,,
1086,K04075,,,0.6790693244682379,,,,,,,50.2013,,,,
1087,K04077,,,0.6400642752551245,,,,,,,787.1178999999997,,,,
1088,K04078,,,0.6005555134858193,,,,0.396,,,419.7192999999999,,,,3.5898
1089,K04079,,,0.6288762850774071,,,,,,,106.18410000000003,,,,
1090,K04080,,,0.603,,,,,,,9.0683,,,,
1091,K04082,,,0.613231631104184,,,,,,,5.9663,,,,
1092,K04083,,,0.6764809423580932,,,,,,,39.994099999999996,,,,
1093,K04085,,,0.6112295663551903,,,,,,,26.7581,,,,
1094,K04087,,,0.6435313221060748,,,,,,,24.6886,,,,
1095,K04088,,,0.6385099213326301,,,,,,,48.5539,,,,
1096,K04091,,,0.6838650949059661,,,,,,,30.5279,,,,
1097,K04093,,,0.667,,,,0.618,,,5.9327,,,,3.0
1098,K04094,,,0.6401076764572401,,,,,,,19.7745,,,,
1099,K04095,,,0.602984359746553,,,,,,,8.3897,,,,
1100,K04096,,,0.6740479491247846,,,,0.6970000000000001,,,161.74339999999998,,,,2.4992
1101,K04098,,,0.684,,,,,,,4.2595,,,,
1102,K04102,,,0.633,,,,,,,7.8445,,,,
1103,K04343,,,0.65590120363996,,,,,,,22.6326,,,,
1104,K04485,,,0.7087769360319142,,,,,,,69.6765,,,,
1105,K04486,,,0.715,,,,,,,4.9811,,,,
1106,K04487,,,0.5870269395755641,,,,,,,21.6799,,,,
1107,K04488,,,0.649,,,,,,,2.9361,,,,
1108,K04518,,,0.727,,,,,,,6.4568,,,,
1109,K04561,,,0.6433099647467919,,,,,,,29.1558,,,,
1110,K04562,,,0.655,,,,,,,2.943,,,,
1111,K04564,,,0.6027663773633418,,,,,,,135.15580000000003,,,,
1112,K04565,,,0.5944251016894885,,,,,,,8.431700000000001,,,,
1113,K04566,,,0.612,,,,,,,29.3432,,,,
1114,K04567,,,0.6183209055272416,,,,,,,28.753600000000002,,,,
1115,K04651,,,0.6610601926463281,,,,0.7248747763408946,,,24.6524,,,,8.1785
1116,K04652,,,0.6350176396116006,,,,,,,34.7724,,,,
1117,K04653,,,0.6452034348521833,,,,0.7128588566509086,,,61.41669999999999,,,,8.2343
1118,K04654,,,0.6419458986901657,,,,,,,83.708,,,,
1119,K04655,,,0.6440054860566732,,,,,,,31.657899999999998,,,,
1120,K04656,,,0.6861117297555852,,,,,,,86.51859999999999,,,,
1121,K04719,,,0.660971808625156,,,,,,,20.0141,,,,
1122,K04744,,0.608,0.6131295243546955,,,,,,2.5283,33.6479,,,,
1123,K04748,,,0.648,,,,,,,9.6208,,,,
1124,K04749,,,0.6059385211178661,,,,0.7073522553057313,,,190.68590000000006,,,,40.127700000000004
1125,K04750,,,0.6138456540582463,,,,,,,130.04850000000002,,,,
1126,K04751,,,0.581648610683009,,,,,,,53.612199999999994,,,,
1127,K04752,,,0.578,,,,,,,2.913,,,,
1128,K04754,,,0.6014257281623725,,,,,,,15.534199999999998,,,,
1129,K04755,,,0.644397302860387,,,,,,,23.6348,,,,
1130,K04757,,,0.6841162139910812,,,,0.7140882548441432,,,118.85839999999999,,,,18.6664
1131,K04758,,,0.6663246911124857,,,,,,,33.84739999999999,,,,
1132,K04759,,,0.638571037077387,,,,,,,76.19900000000001,,,,
1133,K04760,,,0.602,,,,,,,8.5714,,,,
1134,K04761,,,0.6495885584769574,,,,,,,29.284100000000002,,,,
1135,K04762,,,0.715415396445716,,,,,,,43.4394,,,,
1136,K04763,,,0.6206546794673066,,,,,,,124.2468,,,,
1137,K04764,,,0.5699079490148503,,,,,,,52.395599999999995,,,,
1138,K04773,,,0.6307962588541612,,,,,,,32.1153,,,,
1139,K04794,,,0.6756258927102325,,,,,,,9.1342,,,,
1140,K05275,,,0.556,,,,,,,5.4925,,,,
1141,K05303,,,0.5614656261240732,,,,,,,12.6343,,,,
1142,K05337,,,0.673590498797435,,,,0.6829999999999999,,,61.0361,,,,3.0045
1143,K05349,,,0.564,,,,,,,7.0454,,,,
1144,K05375,,,0.6172838004369331,,,,0.648,,,9.2289,,,,3.2283
1145,K05520,,,0.6601715515534913,,,,,,,38.576299999999996,,,,
1146,K05522,,,0.6926919812317986,,,,,,,16.7954,,,,
1147,K05524,,,0.5857770732478944,,,,,,,104.97550000000001,,,,
1148,K05527,,,0.613,,,,,,,18.7924,,,,
1149,K05535,,,0.6,,,,,,,5.504,,,,
1150,K05539,,,0.6474028659082176,,,,,,,26.002699999999997,,,,
1151,K05540,,,0.66,,,,,,,13.5061,,,,
1152,K05555,,,0.6199139704395272,,,,,,,94.6578,,,,
1153,K05558,,,0.6911743996734757,,,,,,,28.8527,,,,
1154,K05589,,,0.5865412216466384,,,,0.4920000000000001,,,7.775,,,,6.3568
1155,K05594,,,0.618883876875253,,,,,,,24.1688,,,,
1156,K05595,,,0.6403967557823507,,,,,,,57.9781,,,,
1157,K05596,,,0.723,,,,,,,2.7725,,,,
1158,K05606,,,0.7082285985899394,,,,,,,26.0035,,,,
1159,K05710,,,0.6179181775095901,,,,,,,17.4515,,,,
1160,K05713,,,0.61,,,,,,,6.5343,,,,
1161,K05770,,,0.6930713236276214,,,,,,,6.9471,,,,
1162,K05772,,,0.596024700694801,,,,,,,32.9498,,,,
1163,K05773,,,0.5984378554787259,,,,,,,13.8358,,,,
1164,K05774,,,0.6811641969866955,,,,,,,20.137,,,,
1165,K05780,,,0.632,,,,,,,12.0864,,,,
1166,K05781,,,0.652,,,,,,,16.5305,,,,
1167,K05786,,,0.6821426613629261,,,,,,,5.287,,,,
1168,K05788,,,0.610326668640277,,,,,,,38.3848,,,,
1169,K05793,,,0.642,,,,,,,4.4819,,,,
1170,K05794,,,0.6097548847409371,,,,,,,41.9806,,,,
1171,K05799,,,0.6667550734845329,,,,,,,29.8267,,,,
1172,K05800,,,0.5820000000000001,,,,,,,3.8792,,,,
1173,K05805,,,0.6011844382242882,,,,,,,32.6464,,,,
1174,K05807,,,0.5711446645961746,,,,,,,25.7337,,,,
1175,K05808,,,0.6041129636211122,,,,,,,14.3249,,,,
1176,K05810,,,0.6579781327712377,,,,,,,63.285599999999995,,,,
1177,K05812,,,0.643,,,,,,,19.6485,,,,
1178,K05815,,,0.589,,,,,,,11.3204,,,,
1179,K05817,,,0.5961610729208392,,,,,,,14.4474,,,,
1180,K05818,,,0.595,,,,,,,7.0496,,,,
1181,K05820,,,0.654,,,,,,,11.556,,,,
1182,K05826,,,0.5257837175560967,,,,0.528,,,15.0467,,,,2.224
1183,K05836,,,0.62,,,,,,,4.1893,,,,
1184,K05838,,,0.6928841773053632,,,,,,,18.821499999999997,,,,
1185,K05845,,,0.6486617301606304,,,,,,,113.6856,,,,
1186,K05846,,,0.6615264510725888,,,,,,,30.443799999999996,,,,
1187,K05873,,,0.6177700389650065,,,,,,,5.7679,,,,
1188,K05879,,,0.61,,,,,,,9.6445,,,,
1189,K05881,,,0.6304044482174669,,,,,,,8.648,,,,
1190,K05895,,,0.727,,,,,,,2.7504,,,,
1191,K05896,,,0.6390133518436368,,,,0.7102578648596896,,,146.67480000000003,,,,7.2452
1192,K05898,,,0.628,,,,,,,3.5178,,,,
1193,K05908,,,0.647,,,,,,,5.3064,,,,
1194,K05913,,,0.6525649086258029,,,,,,,25.4342,,,,
1195,K05937,,,0.65,,,,,,,3.6716,,,,
1196,K05946,,,0.6219419641401394,,,,,,,19.9222,,,,
1197,K05970,,,0.6022443946577651,,,,,,,5.530799999999999,,,,
1198,K05973,,,0.6076692716405225,,,,,,,54.973299999999995,,,,
1199,K05979,,,0.711,,,,,,,4.0546,,,,
1200,K05989,,,0.6941389429844037,,,,,,,50.9992,,,,
1201,K05995,,,0.7100189015673697,,,,,,,38.8373,,,,
1202,K06006,,,0.5885885228565664,,,,0.542,,,27.324600000000004,,,,4.4395
1203,K06013,,,0.5487836811395824,,,,,,,13.6541,,,,
1204,K06015,,,0.5818187521929566,,,,,,,19.8281,,,,
1205,K06023,,,0.6206891474882965,,,,,,,37.796499999999995,,,,
1206,K06024,,,0.6519318336572872,,,,,,,89.6658,,,,
1207,K06041,,,0.6383314407624376,,,,,,,36.582300000000004,,,,
1208,K06042,,,0.7001250806514494,,,,,,,36.5021,,,,
1209,K06048,,,0.63711737089986,,,,,,,143.4638,,,,
1210,K06075,,,0.638887516752858,,,,,,,39.5467,,,,
1211,K06076,,,0.6022479430243228,,,,,,,10.633099999999999,,,,
1212,K06077,,,0.626,,,,,,,7.8685,,,,
1213,K06078,,,0.609,,,,,,,2.1084,,,,
1214,K06113,,,0.6478098678962992,,,,,,,6.633,,,,
1215,K06118,,,0.6441557671482616,,,,,,,30.5196,,,,
1216,K06132,,,0.602,,,,,,,5.2325,,,,
1217,K06133,,,0.6922334311889394,,,,0.6133224104063055,,,8.92,,,,8.9038
1218,K06134,,,0.6689578342182989,,,,,,,8.542300000000001,,,,
1219,K06136,,,0.6341275724718135,,,,,,,59.1414,,,,
1220,K06137,,,0.6093514967585254,,,,,,,69.8821,,,,
1221,K06138,,,0.663253961103167,,,,,,,23.7849,,,,
1222,K06142,,,0.5640573114443588,,,,0.5917376483144026,,,42.3752,,,,24.8014
1223,K06152,,,0.6087243865157986,,,,,,,83.51859999999999,,,,
1224,K06153,,,0.6602066663983793,,,,,,,169.55810000000002,,,,
1225,K06162,,,0.6466763704741058,,,,,,,58.742999999999995,,,,
1226,K06163,,,0.636,,,,,,,18.8341,,,,
1227,K06164,,,0.6565827562111203,,,,,,,25.2783,,,,
1228,K06165,,,0.6378554249150858,,,,,,,10.5735,,,,
1229,K06166,,,0.669,,,,,,,8.8373,,,,
1230,K06167,,,0.5965267547855536,,,,,,,18.4434,,,,
1231,K06168,,,0.67,,,,,,,5.4238,,,,
1232,K06173,,,0.6070597052414546,,,,,,,15.5651,,,,
1233,K06176,,,0.655,,,,,,,3.3273,,,,
1234,K06178,,,0.7070000000000001,,,,,,,8.0348,,,,
1235,K06180,,,0.573,,,,,,,4.0507,,,,
1236,K06186,,,0.622,,,,,,,5.695,,,,
1237,K06187,,,0.6647003050854952,,,,,,,104.39819999999999,,,,
1238,K06188,,,0.6367969384919561,,,,,,,13.673,,,,
1239,K06190,,,0.6089742655541694,,,,,,,59.0229,,,,
1240,K06191,,,0.653,,,,,,,4.9139,,,,
1241,K06192,,,0.6112911709364597,,,,,,,13.105300000000002,,,,
1242,K06193,,,0.5826806115708438,,,,,,,10.259699999999999,,,,
1243,K06194,,,0.6359999999999999,,,,,,,7.275,,,,
1244,K06196,,,0.6216134132565421,,,,,,,11.100000000000001,,,,
1245,K06197,,,0.6687030135864801,,,,0.659,,,14.6816,,,,6.7537
1246,K06199,,,0.6290684817568745,,,,,,,69.52950000000001,,,,
1247,K06200,,,0.611734446811851,,,,,,,29.351100000000002,,,,
1248,K06201,,,0.5841236918840482,,,,0.5770000000000001,,,10.2379,,,,8.1382
1249,K06202,,,0.639,,,,,,,6.0868,,,,
1250,K06203,,,0.6669493616526512,,,,,,,20.0534,,,,
1251,K06204,,,0.6292253334512105,,,,0.7460416066763802,,,112.82540000000002,,,,10.6196
1252,K06207,,,0.6520347091053891,,,,,,,29.2113,,,,
