,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adj Monodnaviria,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_counts Monodnaviria,gene_countsUnclassified
808,K02452,,,0.49299999999999994,,,0.6085972361003231,,,2.7273,,,10.8081
809,K02455,,,0.585,,,,,,11.2449,,,
810,K02456,,,0.6126423132219713,,,,,,25.6618,,,
811,K02457,,,0.715,,,,,,2.7552,,,
812,K02459,,,0.534,,,,,,5.1427,,,
813,K02460,,,0.5750276431050764,,,0.6255927528718275,,,9.0803,,,9.020399999999999
814,K02461,,,,,,0.6062990562098648,,,,,,13.2887
815,K02462,,,0.585,,,,,,8.4389,,,
816,K02466,,,,,,0.745,,,,,,6.6053
817,K02471,,,0.708,,,,,,9.4533,,,
818,K02476,,,0.736,,,,,,13.3043,,,
819,K02482,,,0.507,,,,,,6.4714,,,
820,K02483,,,0.6966251204686248,,,,,,179.64469999999997,,,
821,K02484,,,0.7490000000000001,,,,,,6.4182,,,
822,K02488,,,0.6539275818725455,,,,,,38.2218,,,
823,K02492,,0.4871689470532441,0.7135248610247031,,,,,16.3143,280.25199999999995,,,
824,K02493,,,0.7548986024261032,,,,,,28.714100000000002,,,
825,K02498,,,0.7180637966529132,,,,,,11.3858,,,
826,K02500,,0.539,0.7219388226944097,,,,,13.5402,76.4755,,,
827,K02501,,0.529,0.6839536985488655,,,,,13.5402,38.4414,,,
828,K02502,,,0.6644100618528308,,,,,,25.209600000000002,,,
829,K02503,,0.5400300910341534,0.699842811552334,,,,,25.7938,131.4408,,,
830,K02510,,,0.6733882407586131,,,,,,103.2477,,,
831,K02517,,,0.6970000000000001,,,,,,5.5544,,,
832,K02518,,,0.6162766409839346,,,,,,217.58890000000005,,,
833,K02519,,,0.6931022445489193,,,,,,213.14809999999997,,,
834,K02520,,,0.6523820237968676,,,0.532,,,254.7878,,,8.3234
835,K02527,,,0.6501766097257728,,,,,,32.6493,,,
836,K02528,,,0.7341854531493807,,,,,,55.0655,,,
837,K02529,,,0.7367826516409383,,,,,,100.90889999999999,,,
838,K02533,,,0.6394709924455466,,,,,,13.7722,,,
839,K02536,,0.534,0.6420750724454842,,,,,11.3052,11.5027,,,
840,K02548,,0.514,0.7547970861500283,,,,,12.2679,53.0617,,,
841,K02549,,,0.731,,,,,,6.1932,,,
842,K02551,,,0.789,,,,,,8.5016,,,
843,K02556,,,0.6609999999999999,,,,,,3.6453,,,
844,K02557,,,0.6760366048032275,,,,,,15.515799999999999,,,
845,K02558,,,0.613,,,,,,5.8471,,,
846,K02563,,,0.7543688661085529,,,,,,61.6229,,,
847,K02566,,,0.7122227707747488,,,,,,35.9324,,,
848,K02569,,,0.6158789845622074,,,,,,7.9359,,,
849,K02570,,,0.602,,,,,,2.9127,,,
850,K02575,,,0.7250293822849974,,,,,,20.3919,,,
851,K02600,,0.503623862008632,0.6853147645636599,0.596,,,,18.2913,559.4845000000003,11.6846,,
852,K02601,,,0.6338760746211289,,,,,,214.324,,,
853,K02609,,,0.6755101856140534,,,,,,153.5596,,,
854,K02610,,,0.6905981156667875,,,,,,64.7221,,,
855,K02611,,,0.7137258423415714,,,,,,16.5361,,,
856,K02612,,,0.7174638178736098,,,,,,24.9859,,,
857,K02614,,,0.710021731403606,,,,,,38.5693,,,
858,K02616,,,0.7265983437492524,,,,,,20.027900000000002,,,
859,K02624,,,0.7235388940333058,,,,,,43.940000000000005,,,
860,K02626,,0.5660000000000001,0.5391490479372945,,,,,14.303,8.2208,,,
861,K02635,,,0.4149999999999999,,,,,,5.3843,,,
862,K02638,,0.5070173264941479,0.7360798963316794,,,0.7190000000000001,,24.9893,26.945899999999998,,,3.708
863,K02650,,,0.6196602598009054,,,0.6390616014905899,,,15.4036,,,12.2179
864,K02651,,,0.6438055660801023,,,0.6682754423059116,,,64.3803,,,77.2852
865,K02653,,,0.569348487875542,,,,,,15.235899999999999,,,
866,K02654,,,0.7017366522502059,,,,,,46.8831,,,
867,K02656,,,0.5589999999999999,,,0.585,,,1.4672,,,9.2377
868,K02658,,,0.528,,,,,,2.6852,,,
869,K02662,,,0.6715335464547428,,,0.6029653228623881,,,21.6156,,,18.3061
870,K02664,,,0.6139725143847271,,,0.6425520773114125,,,12.859200000000001,,,9.2455
871,K02665,,,0.5827436895615034,,,,,,12.298300000000001,,,
872,K02671,,,0.4861101088423673,,,,,,4.5133,,,
873,K02672,,,0.561,,,0.642,,,2.436,,,2.1235
874,K02673,,,0.649,,,0.546,,,4.0113,,,3.1225
875,K02674,,,0.542,,,,,,2.8346,,,
876,K02683,,0.528,,,,,,11.3486,,,,
877,K02686,,,0.6409999999999999,,,,,,2.5983,,,
878,K02687,,,0.7091095042567787,,,,,,91.13600000000001,,,
879,K02703,0.416,,,,,,4.1765,,,,,
880,K02705,,,0.42400000000000004,,,,,,2.5546,,,
881,K02768,,,0.748,,,,,,9.5041,,,
882,K02781,,,,,,0.6920000000000001,,,,,,8.5835
883,K02782,,,0.6980000000000001,,,,,,7.3507,,,
884,K02783,,,0.688,,,,,,12.6019,,,
885,K02784,,,0.712859062240188,,,,,,12.094899999999999,,,
886,K02793,,,0.6409999999999999,,,,,,2.7986,,,
887,K02800,,,0.676769253954348,,,,,,98.99010000000001,,,
888,K02805,,,0.7170000000000001,,,,,,5.7098,,,
889,K02806,,,0.6749102859514167,,,,,,14.8113,,,
890,K02823,,,0.7491766652899876,,,,,,16.971,,,
891,K02825,,,0.6968674120700129,,,,,,176.5462,,,
892,K02834,,,0.6728447167216223,0.713,,,,,165.45440000000002,5.6179,,
893,K02835,,,0.6920000000000001,,,,,,41.6073,,,
894,K02836,,,0.698,,,,,,16.0011,,,
895,K02838,,,0.6687094040576178,,,0.6190000000000001,,,294.14829999999995,,,4.2033
896,K02844,,,0.64,,,,,,5.1441,,,
897,K02847,,,0.67,,,,,,7.3873,,,
898,K02851,,,0.6619748244807172,,,,,,17.6356,,,
899,K02858,,,0.6902553780231324,,,,,,29.2735,,,
900,K02860,,,0.7340442771135345,,,0.6621214506380442,,,73.73729999999999,,,18.9531
901,K02862,,,0.6879741855716354,,,,,,32.519,,,
902,K02863,0.6709999999999999,0.555,0.6754447531412618,,,,5.1862,12.2718,206.05610000000001,,,
903,K02864,,,0.6965387429269627,,,0.6416526080640637,,,165.4922,,,20.512
904,K02866,,0.525,,,,,,12.4882,,,,
905,K02867,,0.4965482210295666,0.6688399514386787,,,,,18.0286,383.17139999999995,,,
906,K02869,,0.5416924387182299,,,,,,19.4569,,,,
907,K02871,,0.507,0.6823497971590897,,,,,11.0435,201.21949999999995,,,
908,K02874,,,0.6603369882068684,,,,,,108.85139999999998,,,
909,K02876,,,0.6970324463192273,,,0.771,,,245.32570000000004,,,19.6399
910,K02877,,0.5282605570281862,,,,,,16.8598,,,,
911,K02878,,,0.6645512651648456,,,,,,180.56609999999998,,,
912,K02879,,,0.6834488882784928,,,,,,194.83930000000004,,,
913,K02881,,0.49636716072642,0.7002141776474603,,,,,18.1829,208.1583,,,
914,K02883,,0.545,,,,,,11.0435,,,,
915,K02884,,,0.6912336100180363,,,,,,201.00820000000002,,,
916,K02885,,0.53,,,,,,12.8585,,,,
917,K02886,,,0.7054696091420541,,,,,,274.80019999999996,,,
918,K02887,,,0.6749099390343454,,,,,,187.4715,,,
919,K02888,,,0.6411600868569286,,,0.6899072901589485,,,154.825,,,25.051399999999997
920,K02889,,0.541,,,,,,13.7118,,,,
921,K02890,,,0.7034776697183257,,,,,,166.863,,,
922,K02892,,,0.6391064158411857,,,,,,204.99089999999998,,,
923,K02895,,,0.666973911276444,,,,,,219.1141,,,
924,K02896,,0.537,,,,,,12.1845,,,,
925,K02897,0.6990000000000001,,0.6959887721689826,,,0.7540745842934152,14.0407,,197.06239999999997,,,34.9868
926,K02899,,,0.694895604605043,,,,,,151.65200000000002,,,
927,K02902,,,0.6689685561196037,,,,,,81.2291,,,
928,K02904,,,0.6623010369832917,,,,,,179.9404,,,
929,K02906,,,0.6942679933529401,,,,,,210.2104,,,
930,K02907,,0.527,0.6661755960551643,,,0.6832296992213311,,12.9907,115.67540000000001,,,15.610800000000001
931,K02909,,,0.6584129171751735,,,,,,162.6677,,,
932,K02910,,0.501798402529725,,,,,,16.1999,,,,
933,K02911,,,0.6832486363985104,,,0.659,,,99.4558,,,3.0899
934,K02912,,0.5329999999999999,,,,,,12.8585,,,,
935,K02913,,,0.6270360311802927,,,,,,129.3434,,,
936,K02914,,,0.7142931916908207,,,,,,41.189299999999996,,,
937,K02916,,,0.6461217025805602,,,0.7155077479124258,,,115.38069999999999,,,24.185299999999998
938,K02919,,,0.6508586435943696,,,0.58,,,20.3844,,,4.0599
939,K02921,,0.552,,,,,,12.3125,,,,
940,K02926,,,0.712291361617382,,,,,,154.2057,,,
941,K02929,,0.4970517029945805,,,,,,17.6953,,,,
942,K02930,,0.5489999999999999,,,,,,11.8775,,,,
943,K02931,,0.47905254188504665,0.6822895803249315,,,,,17.2743,248.10579999999993,,,
944,K02933,,,0.6675827481511434,,,,,,98.0832,,,
945,K02935,,,0.6513101571230667,,,,,,127.1297,,,
946,K02936,,0.539,,,,,,12.1845,,,,
947,K02939,,,0.6956235212697984,,,0.6970000000000001,,,125.41490000000002,,,5.291
948,K02945,,,0.656866593673966,,,,,,357.6513,,,
949,K02946,,,0.6484920851666185,,,,,,297.59030000000007,,,
950,K02948,,,0.6850215563182075,,,,,,202.51129999999998,,,
951,K02950,,,0.6761335396174267,,,,,,279.2328,,,
952,K02952,,0.575,0.6556773287629423,,,,,12.0966,98.9427,,,
953,K02954,,,0.6608404822164358,,,,,,199.09459999999999,,,
954,K02956,,,0.6614988088570058,,,,,,168.6549,,,
955,K02959,,,0.6995340186994652,,,,,,222.587,,,
956,K02961,,,0.675157282882481,,,,,,173.14249999999998,,,
957,K02962,,,,,,0.384,,,,,,4.4623
958,K02963,,,0.6680485708394892,,,,,,154.36430000000001,,,
959,K02965,,,0.6382656367617588,,,,,,144.2704,,,
960,K02966,,0.48612884306391646,,,,,,16.2272,,,,
961,K02967,,,0.677211255095,,,,,,172.18480000000002,,,
962,K02968,,,0.6845076084794488,,,0.6742718985430977,,,109.43360000000001,,,15.704799999999999
963,K02970,,,0.5880803523775564,,,0.593,,,54.3691,,,8.1991
964,K02974,,0.535,,,,,,12.337,,,,
965,K02975,,0.555,,,,,,12.3985,,,,
966,K02976,,0.59,,,,,,12.1163,,,,
967,K02978,,0.512,,,,,,12.865,,,,
968,K02979,,0.5272635198553615,,,,,,15.15,,,,
969,K02982,,0.54,0.6913685636766183,,,,,11.8775,285.0211,,,
970,K02984,,0.52,,,,,,12.504,,,,
971,K02986,,0.535,0.6729051307708792,,,,,12.0966,313.74080000000004,,,
972,K02987,,0.531,,,,,,11.8775,,,,
973,K02988,,0.541,0.7022992952100018,,,,,12.9907,126.7329,,,
974,K02990,,,0.6739771960483112,,,0.6400718066001064,,,110.8475,,,58.456100000000006
975,K02991,,0.57,,,,,,13.3947,,,,
976,K02992,,0.515,0.666228475093088,,,,,13.1226,183.7674,,,
977,K02994,,,0.6711426585981357,,,,,,185.0111,,,
978,K02995,,0.49419625879598844,,,,,,16.128500000000003,,,,
979,K02996,,,0.7195424362222492,,,,,,107.5333,,,
980,K03040,,,0.6561206933085387,,,,,,364.58050000000003,,,
981,K03041,,0.542,,,,,,13.1226,,,,
982,K03042,,0.542,,,,,,13.1226,,,,
983,K03046,,,0.6426504904503225,,,,,,28.6557,,,
984,K03047,,0.54,,,,,,11.0435,,,,
985,K03049,,0.5429999999999999,,,,,,11.7726,,,,
986,K03050,,0.532,0.381,,,,,11.7726,3.2361,,,
987,K03051,,0.465,,,,,,13.7118,,,,
988,K03053,,0.4420151230957448,,,,,,16.8506,,,,
989,K03057,,0.564,,,,,,13.3966,,,,
990,K03058,,0.49183762277919696,,,,,,13.389700000000001,,,,
991,K03059,,0.5479999999999999,,,,,,9.947,,,,
992,K03060,,,0.6514575579059237,,,0.565,,,147.6519,,,2.6776
993,K03070,,,0.6572687469136362,,,,,,191.31160000000003,,,
994,K03071,,,0.6800278547075814,,,,,,10.3626,,,
995,K03073,,,0.7072252798075317,,,0.7057866916491127,,,164.6897,,,33.3232
996,K03074,,,0.6709999999999999,,,,,,6.0017,,,
997,K03075,,,0.6501058121390143,,,0.6454914122078209,,,121.7485,,,20.910400000000003
998,K03076,,0.5529999999999999,0.6228774238281629,,,,,12.9907,94.5101,,,
999,K03077,,,0.7190000000000001,,,,,,3.7793,,,
1000,K03079,,0.511,,,,,,12.3959,,,,
1001,K03088,,,0.7123552792514087,0.6462253072305963,,0.7244213994616919,,,4355.092000000001,13.0522,,198.03459999999998
1002,K03089,,,0.6679373510942916,,,,,,21.9937,,,
1003,K03090,,,0.7087844548543241,,,,,,51.1856,,,
1004,K03092,,,0.6622217099257117,,,,,,112.40729999999999,,,
1005,K03100,,,0.6877225204282534,,,,,,235.0376,,,
1006,K03101,,,0.6934890504959703,,,0.707877219140278,,,192.04529999999997,,,7.150499999999999
1007,K03105,,0.47300000000000003,,,,,,11.8435,,,,
1008,K03106,,0.5028341152169468,0.65074699014641,,,,,18.3896,76.7043,,,
1009,K03110,,,0.732871330736845,,,,,,33.1319,,,
1010,K03111,,,0.691853340610422,,,0.690275508420317,,,489.88500000000005,,,64.5379
1011,K03113,,0.4850550998550552,0.623,,,,,28.1584,7.4083,,,
1012,K03116,,,0.6461669226089589,,,0.6914370263304631,,,152.86219999999997,,,39.1933
1013,K03117,,,0.5710000000000001,,,0.7198225379659301,,,2.7552,,,36.1902
1014,K03118,,0.46238193613548895,0.6539282219650598,,,0.6514201168221888,,20.1028,287.56360000000006,,,56.683099999999996
1015,K03120,,0.525,,,,,,12.9192,,,,
1016,K03124,,0.5025608420097515,,,,0.473709581615612,,94.30850000000001,,,,25.7389
1017,K03136,,0.4893222068433722,,,,,,16.2181,,,,
1018,K03147,,0.4648012725344645,0.6410046975797228,,,,,5.6865,94.31689999999999,,,
1019,K03149,,,0.6993817054468666,,,,,,138.6977,,,
1020,K03150,,,0.7170000000000001,,,,,,5.8705,,,
1021,K03151,,,0.7055158892692358,,,,,,58.6822,,,
1022,K03153,,,0.7188879298067635,,,,,,19.2453,,,
1023,K03154,,,0.7300695084170141,,,0.741,,,133.8513,,,11.9518
1024,K03163,,0.5263666788869942,,,,,,20.1324,,,,
1025,K03166,,0.515,,,,,,12.6293,,,,
1026,K03167,,0.526,,,,,,14.4858,,,,
1027,K03168,,0.5589999999999999,0.6467377942170411,,,,,12.4732,19.0737,,,
1028,K03177,,,0.7447704080218253,,,,,,73.5662,,,
1029,K03179,,,0.7057393895095901,,,,,,15.889100000000001,,,
1030,K03182,,0.557,,,,,,12.337,,,,
1031,K03186,,0.534,0.676367589993043,,,,,14.4484,33.6964,,,
1032,K03187,,0.4568971862995708,0.6400526562508472,0.5920000000000001,,,,20.7486,16.7991,8.8154,,
1033,K03188,,0.464,0.6222968238294166,,,,,12.717,21.6877,,,
1034,K03189,,0.477463419233167,0.5954946449413371,,,,,15.233,15.415,,,
1035,K03190,,0.478,0.6253628379157539,,,0.59,,13.3947,8.9823,,,1.9933
1036,K03192,,,0.7101637305024586,,,,,,8.354700000000001,,,
1037,K03208,,,0.6972620308530957,,,,,,43.9157,,,
1038,K03210,,,0.6538548818383896,,,0.6991230016022729,,,99.40469999999999,,,24.712400000000002
1039,K03215,,,0.7119237054770743,,,,,,23.3116,,,
1040,K03216,,,0.716983177345786,,,,,,5.3165,,,
1041,K03217,,,0.6356964461036843,,,,,,163.53799999999998,,,
1042,K03218,,,0.7526193482770044,,,,,,57.72860000000001,,,
1043,K03231,,0.527,,,,,,12.8171,,,,
1044,K03236,,0.4853667421000684,,,,,,25.8918,,,,
1045,K03237,,0.49621928832742623,,,,,,16.4904,,,,
1046,K03238,,0.5165751445673443,,,,,,17.5021,,,,
1047,K03242,,0.5677076403660408,,,,,,16.265900000000002,,,,
1048,K03243,,0.5239413967293438,,,,,,18.1468,,,,
1049,K03263,,0.511099809845431,,,,,,21.0869,,,,
1050,K03264,,0.5074002304530361,,,,,,15.326699999999999,,,,
1051,K03265,,0.49768943339091914,,,,,,15.473400000000002,,,,
1052,K03269,,,0.628,,,,,,5.383,,,
1053,K03271,,,0.7101010800940761,,,,,,66.89359999999999,,,
1054,K03273,,,0.7546608042453762,,,,,,48.6656,,,
1055,K03282,,,0.6408759917662306,,,,,,84.44469999999998,,,
1056,K03284,,0.524,0.6767569604975744,,,0.6861321969021775,,12.145,227.49370000000002,,,9.1018
1057,K03286,,,0.6562636922796046,,,,,,32.281800000000004,,,
1058,K03292,,,0.6920000000000002,,,,,,21.1361,,,
1059,K03297,,,0.672398747884644,,,,,,10.8247,,,
1060,K03298,,,0.7604941253929866,,,,,,18.7653,,,
1061,K03299,,,0.6623603361602308,,,,,,5.6752,,,
1062,K03300,,,0.6937767122858319,,,,,,14.955300000000001,,,
1063,K03301,,,0.6126499404270364,,,,,,19.1812,,,
1064,K03303,,,0.6881535699773647,,,,,,96.4665,,,
1065,K03312,,,0.603,,,,,,4.1678,,,
1066,K03313,,,0.7143755257068962,,,0.721,,,259.6626,,,11.0415
1067,K03315,,,0.67793776024942,,,,,,42.856300000000005,,,
1068,K03316,,,0.703,,,,,,12.7971,,,
1069,K03320,,0.5329459053154223,0.6788104949121037,,,,,30.0559,312.911,,,
1070,K03321,,,0.74,,,,,,12.3324,,,
1071,K03324,,,0.6612477476727968,,,,,,14.402000000000001,,,
1072,K03327,,,0.711,,,,,,5.751,,,
1073,K03330,,0.561,,,,,,13.0483,,,,
1074,K03333,,,0.7069673477483792,,,,,,25.7796,,,
1075,K03335,,0.511,0.7150892210230876,,,,,12.3959,100.5039,,,
1076,K03337,,,0.7160790404020232,,,,,,84.6114,,,
1077,K03338,,,0.7226414012170602,,,,,,19.1321,,,
1078,K03365,,,0.7335368939819493,,,,,,26.8392,,,
1079,K03380,,,0.696,,,,,,20.1756,,,
1080,K03385,,,0.5968758897527623,,,,,,60.00330000000001,,,
1081,K03392,,,0.6762154969070056,,,,,,60.0422,,,
1082,K03394,,0.5149308008335067,0.6244015480098727,,,,,18.3519,7.9269,,,
1083,K03395,,,0.6727140788033686,,,,,,19.7462,,,
1084,K03396,,,0.639,,,,,,7.53,,,
1085,K03402,,,0.7293027467933415,,,,,,61.8595,,,
1086,K03405,,,0.7054827035216347,,,,,,32.3825,,,
1087,K03406,,,0.662063980563919,,,0.6503060214547617,,,73.73349999999999,,,4.9508
1088,K03408,,,0.6104698692469211,,,,,,15.0919,,,
1089,K03412,,,0.7440624061158274,,,,,,24.777099999999997,,,
1090,K03424,,0.528,0.7081636548326651,,,,,12.9472,181.3931,,,
1091,K03426,,,0.7150000897550584,,,,,,59.23289999999999,,,
1092,K03427,,0.647,0.6054236596572938,,,,,13.5697,24.974800000000002,,,
1093,K03430,,,0.716,,,,,,3.9212,,,
1094,K03431,,,0.7632681788636109,,,,,,21.2675,,,
1095,K03432,,0.5140662421086115,0.7200000000000001,,,,,14.3755,9.1657,,,
1096,K03433,,0.5419810709242703,0.6983466513254988,,,,,39.8145,55.7511,,,
1097,K03436,,,0.7451462861407931,,,,,,32.4726,,,
1098,K03437,,,0.7746160569481668,,,,,,28.5916,,,
1099,K03438,,,0.7241011072492054,,,,,,207.43000000000004,,,
1100,K03439,,,0.6156363401210387,,,,,,24.5547,,,
1101,K03446,,,0.6700426880430371,,,,,,35.2093,,,
1102,K03449,,,0.7868829480693674,0.7290000000000001,,0.7537415220245948,,,34.4435,11.3505,,15.6592
1103,K03455,,0.5017920267799704,0.6668247070567496,,,,,90.72710000000001,119.75789999999999,,,
1104,K03457,,0.534,0.6761023031156768,,,,,10.8183,35.2422,,,
1105,K03464,,0.5709558611283403,0.6775798199521812,,,,,24.368499999999997,20.426500000000004,,,
1106,K03465,,0.526,0.6710784651444807,,,,,12.3555,40.4113,,,
1107,K03466,,,0.7154062604382367,,,,,,636.7398,,,
1108,K03469,,,0.7044501280395337,,,,,,73.04639999999999,,,
1109,K03470,,0.532,0.6946701148065162,,,,,12.9192,108.9048,,,
1110,K03474,,,0.6254707225606161,,,,,,8.289,,,
1111,K03478,,,0.6769396109031757,,,0.5329999999999999,,,53.2385,,,3.008
1112,K03495,,,0.6407588445755669,,,,,,26.987099999999998,,,
1113,K03496,,,0.6812428751146433,,,0.6729999999999999,,,438.27470000000005,,,21.2744
1114,K03497,,0.45987858390960423,0.7124414178251841,,,,,34.8155,215.75260000000003,,,
1115,K03498,,0.60418733721537,0.6857035173492378,,,,,33.4736,117.4998,,,
1116,K03499,,,0.6921994756838624,,,,,,78.03429999999999,,,
1117,K03500,,,0.807,,,,,,13.458,,,
1118,K03501,,,0.7109790386667443,,,0.7288105618026222,,,92.7826,,,14.6069
1119,K03503,,,0.531,,,,,,4.572,,,
1120,K03517,,0.515,0.6782279547240768,,,,,11.7726,254.13799999999998,,,
1121,K03518,,,0.656161649190606,,,,,,159.33159999999998,,,
1122,K03519,,,0.6926288411536708,,,,,,60.60119999999999,,,
1123,K03520,,,0.6890000000000001,,,,,,14.7018,,,
1124,K03521,,0.6006398486418257,0.6879955626892054,,,,,28.0729,433.35910000000007,,,
1125,K03522,,0.525,0.6998024537801274,,,0.754,,11.8476,415.73900000000003,,,8.9303
1126,K03523,0.645,,0.7270117285480109,,,0.7070000000000001,3.8654,,33.7304,,,5.5744
1127,K03524,,0.545,0.7176848872480439,,,,,11.409,38.8796,,,
1128,K03525,,,0.7040044100753535,,,,,,203.3409,,,
1129,K03526,,,0.6857094961361336,,,,,,356.75929999999994,,,
1130,K03527,,,0.6934704279781562,,,,,,363.701,,,
1131,K03529,,0.5329999999999999,,,,,,11.9549,,,,
1132,K03530,,,0.6428343728745883,,,,,,109.3585,,,
1133,K03531,,,0.6843602051310314,,,,,,371.16959999999995,,,
1134,K03534,,,0.692473582454713,,,,,,62.665800000000004,,,
1135,K03536,,,0.7336279065199911,,,0.7118417056557936,,,112.61930000000001,,,19.1913
1136,K03538,,0.381,,,,0.448,,3.5236,,,,11.8775
1137,K03540,,0.5197509046729192,,,,,,12.5653,,,,
1138,K03543,,,0.679,,,,,,9.182,,,
1139,K03544,,,0.6570177968058242,,,,,,377.9257,,,
1140,K03545,,,0.6999957440636786,,,0.6832030854507326,,,287.1527000000001,,,33.3219
1141,K03546,,,0.6981773255661019,,,,,,12.6273,,,
1142,K03547,,0.552,0.7055840796225598,,,,,12.2718,54.6251,,,
1143,K03549,,,0.6526799357627691,,,,,,29.441000000000003,,,
1144,K03550,,,0.7123433114990629,,,,,,169.49429999999998,,,
1145,K03551,,,0.7006789505629232,,,,,,138.7492,,,
1146,K03552,,0.507,,,,,,11.0734,,,,
1147,K03553,,,0.6620332864123086,0.7290000000000001,,,,,245.6396,7.5854,,
1148,K03556,,,0.7230086455390566,0.677,,0.6916097497669024,,,1307.1466000000012,12.753,,79.4177
1149,K03557,,,0.596,,,,,,4.2014,,,
1150,K03558,,,0.6965866610632604,,,0.631691628219195,,,18.5775,,,19.8517
1151,K03559,,,0.6165157372481752,,,0.6430053819667981,,,73.3123,,,23.012
1152,K03561,,,0.6208716891347036,,,,,,75.61080000000001,,,
1153,K03562,,,0.628,,,,,,5.6927,,,
1154,K03563,,,0.63726726092269,,,0.5484980857272898,,,68.4079,,,5.5618
1155,K03564,,0.5242006658215368,0.6525347917111981,,,,,25.1312,83.1634,,,
1156,K03565,,,0.7372968506947635,0.7659999999999999,,0.7304275077368619,,,61.33539999999999,5.7489,,41.2423
1157,K03567,,,0.76,,,,,,6.584,,,
1158,K03568,,0.5770000000000001,0.7139737646019091,,,,,12.2224,48.0998,,,
1159,K03569,,,0.6880228299088808,,,,,,532.1151000000001,,,
1160,K03570,,,0.7050829866714414,,,0.7277864675984157,,,204.6157,,,43.6359
1161,K03571,,,0.6798736737931619,,,0.7325400468473883,,,57.8542,,,67.0044
1162,K03574,,0.522,0.6733647630765109,,,,,13.694,164.23179999999996,,,
1163,K03575,,,0.7584075094660275,,,,,,41.1144,,,
1164,K03576,,,0.61,,,,,,7.3891,,,
1165,K03581,,,0.6919045631892916,,,,,,21.384500000000003,,,
1166,K03583,,,0.6337539094743269,,,,,,5.4288,,,
1167,K03584,,,0.7121549987151375,,,0.626,,,183.19530000000003,,,4.7277
1168,K03585,,,0.6219578275177275,,,,,,24.451700000000002,,,
1169,K03586,,,0.585,,,0.7203060703035289,,,6.36,,,13.505600000000001
1170,K03588,,,0.7030670437351482,,,,,,32.673,,,
1171,K03589,,,0.7447525822017794,,,0.7133556869821259,,,69.6648,,,76.75190000000002
1172,K03590,,,0.6310804757456024,,,,,,39.926100000000005,,,
1173,K03591,,,0.624,,,,,,9.458,,,
1174,K03592,,0.546,0.7104613309786103,,,,,12.2224,20.2748,,,
1175,K03593,,0.5090701803139739,0.6957489948005957,,,,,17.4978,247.22940000000003,,,
1176,K03594,,,0.638153669798899,,,,,,131.4927,,,
1177,K03595,,,0.6883664127515802,,,,,,127.24390000000001,,,
1178,K03598,,,0.5710000000000001,,,,,,2.7833,,,
1179,K03599,,,0.66,,,,,,7.101,,,
1180,K03601,,,0.722675783182734,,,0.738,,,80.8285,,,8.587
1181,K03602,,,0.6650156305819005,,,,,,40.7945,,,
1182,K03605,,,0.708,,,,,,7.9813,,,
1183,K03608,,,0.6284487070618356,,,0.599,,,15.7278,,,5.4531
1184,K03609,,,0.5999877347639869,,,,,,14.7198,,,
1185,K03610,,,0.6312841471947718,,,0.607,,,14.0032,,,9.601
1186,K03611,,,0.638,,,,,,4.1706,,,
1187,K03620,,,0.525,,,,,,4.6528,,,
1188,K03621,,,0.7131416627527213,,,0.619,,,137.42759999999998,,,7.1735
1189,K03622,,0.49094873207708417,,,,,,37.5231,,,,
1190,K03624,,,0.6492326972998318,,,,,,54.1101,,,
1191,K03625,,,0.7084428469093805,,,,,,112.54660000000001,,,
1192,K03626,,0.5037879168286934,,,,,,15.9433,,,,
1193,K03627,,0.45991267228379784,,,,,,16.8807,,,,
1194,K03628,0.6859999999999999,,0.6518452090482918,,,,30.5049,,200.5,,,
1195,K03629,,,0.7205915279223982,,,,,,154.5007,,,
1196,K03630,,,0.5968369765900443,,,0.5479999999999999,,,31.738400000000002,,,2.864
1197,K03631,,,0.7326035142485675,,,,,,149.05129999999997,,,
1198,K03634,,,0.6560899655885459,,,0.593,,,9.0649,,,10.4404
1199,K03635,,0.48400000000000004,0.7106913075001374,0.736,,,,13.5899,218.13580000000002,19.6554,,
1200,K03636,,0.5126677219766406,0.7186079231032747,,,0.6562951676029989,,30.7815,290.9523,,,42.3749
1201,K03637,,0.46076872142675324,0.7008213341924634,,,,,16.1224,204.40150000000003,,,
1202,K03638,,,0.6859999999999999,,,,,,3.9875,,,
1203,K03639,,0.4118052056754716,0.6963080624895088,,,,,17.6781,254.40380000000002,,,
1204,K03640,,,0.629233041844176,,,,,,19.0986,,,
1205,K03641,,,0.6921765845598076,,,,,,106.7563,,,
1206,K03642,,,0.6489252703937399,,,0.6649896218172279,,,87.7741,,,12.2344
1207,K03643,,,0.6770000000000002,,,0.711,,,3.1643,,,4.1968
1208,K03644,,0.487,0.6976400134303051,,,,,2.8162,330.27289999999994,,,
1209,K03648,,,0.6855847008908401,,,,,,26.5609,,,
1210,K03649,,,0.7028679786248645,,,,,,26.9988,,,
1211,K03650,,,0.6213621863765522,,,,,,27.0278,,,
1212,K03651,,0.562,0.7307504155216441,,,0.603,,13.7118,33.590599999999995,,,2.833
1213,K03652,,0.544,0.7217611350457366,,,0.6119415282839258,,13.3641,183.8639,,,10.399899999999999
1214,K03655,,,0.6940000000000001,,,,,,7.5063,,,
