,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adj Riboviria,GC_adj Varidnaviria,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_counts Riboviria,gene_counts Varidnaviria,gene_counts unclassified viruses,gene_countsUnclassified
775,K02636,,,0.532691193641406,,,,,,,,6.4353,,,,,
776,K02650,,,0.6508529266549954,,,,,,,,25.057499999999997,,,,,
777,K02651,,,0.5980144299147743,,,,,0.6085774159725107,,,84.2522,,,,,66.2604
778,K02654,,,0.6514142943055006,,,,,,,,42.6823,,,,,
779,K02656,,,0.6696547375213089,,,,,,,,10.283000000000001,,,,,
780,K02657,,,0.629,,,,,,,,5.901,,,,,
781,K02662,,,0.6306657040866331,,,,,,,,58.85979999999999,,,,,
782,K02664,,,0.6495198331075576,,,,,,,,20.023899999999998,,,,,
783,K02665,,,0.654,,,,,,,,6.7874,,,,,
784,K02668,,,0.7070000000000001,,,,,,,,6.3125,,,,,
785,K02669,,,0.563,,,,,,,,5.7021,,,,,
786,K02671,,,0.665,,,,,0.688,,,4.4761,,,,,2.1065
787,K02672,,,0.5579999999999999,,,,,,,,3.0145,,,,,
788,K02673,,,,,,,,0.682769420046458,,,,,,,,8.6401
789,K02687,,,0.6208234769147785,,,,,,,,30.4129,,,,,
790,K02742,,,0.597,,,,,,,,2.5123,,,,,
791,K02781,,,0.73,,,,,,,,4.4158,,,,,
792,K02784,,,0.7142345509195188,,,,,0.5820000000000001,,,27.228999999999996,,,,,6.5753
793,K02793,,,0.6157775177019639,,,,,,,,17.467399999999998,,,,,
794,K02798,,,0.6396864872913999,,,,,,,,21.1387,,,,,
795,K02800,,,0.6734105638122748,,,,,,,,75.881,,,,,
796,K02805,,,0.6,,,,,,,,4.7653,,,,,
797,K02806,,,0.63,,,,,,,,5.9766,,,,,
798,K02825,,,0.6528961153673416,,,,,,,,99.74629999999999,,,,,
799,K02834,,,0.6352699455214581,,,,,0.715248132570951,,,105.8439,,,,,41.2259
800,K02835,,,0.5994053526157826,,,,,,,,22.1524,,,,,
801,K02836,,,0.6409999999999999,,,,,,,,9.7552,,,,,
802,K02838,,,0.6249944641394982,,,,,,,,212.0978,,,,,
803,K02843,,,0.6559999999999999,,,,,,,,5.4725,,,,,
804,K02847,,,0.593,,,,,,,,2.5,,,,,
805,K02860,,,0.6843953388790374,,,,,0.6434401545762835,,,64.652,,,,,8.1662
806,K02862,,,0.708,,,,,,,,4.712,,,,,
807,K02863,,,0.6714188103691686,,,,,,,,206.71959999999996,,,,,
808,K02864,,,0.6637277979520354,,,,,,,,155.6136,,,,,
809,K02866,,0.395,,,,,,,,2.3561,,,,,,
810,K02867,,,0.6409048388118015,,,,,,,,256.9741,,,,,
811,K02871,,,0.6527951547291015,,,,,,,,231.80780000000001,,,,,
812,K02874,,,0.6504422072625099,,,,,,,,210.78149999999997,,,,,
813,K02876,,,0.6825714116634721,,,,,,,,224.70649999999998,,,,,
814,K02878,,,0.6658077832461322,,,,,,,,240.15380000000002,,,,,
815,K02879,,,0.6791525519133814,,,,,,,,183.21869999999998,,,,,
816,K02881,,,0.6770758925917878,,,,,,,,165.45280000000002,,,,,
817,K02883,,0.378,,,,,,,,4.8792,,,,,,
818,K02884,,,0.6499821970896067,,,,,,,,165.07809999999998,,,,,
819,K02886,,,0.6681676421275068,,,,,,,,204.70900000000003,,,,,
820,K02887,,,0.6519659384323078,,,,,0.7120000000000001,,,173.59009999999998,,,,,15.5048
821,K02888,,,0.6105687587431067,,,,,0.6540217575996904,,,87.15350000000001,,,,,16.1312
822,K02890,,,0.6603240743201486,,,,,,,,122.0717,,,,,
823,K02892,,,0.6147714395097708,,,,,,,,171.38090000000005,,,,,
824,K02895,,,0.6586147445775982,,,,,,,,207.44090000000003,,,,,
825,K02897,,,0.6684786758180782,,,,,0.6838594833192413,,,155.7323,,,,,11.3414
826,K02899,,,0.6711346215945254,,,,,,,,111.11550000000001,,,,,
827,K02902,,,0.6435751172510686,,,,,,,,77.7242,,,,,
828,K02904,,,0.6604410225029985,,,,,,,,188.8006,,,,,
829,K02906,,,0.6675355155167731,,,,,,,,190.05950000000004,,,,,
830,K02907,,,0.6444533513514276,,,,,,,,144.1317,,,,,
831,K02908,,0.32,,,,,,,,3.9975,,,,,,
832,K02909,,,0.6426703136820325,,,,,,,,140.55679999999995,,,,,
833,K02910,,0.36,,,,,,,,3.6703,,,,,,
834,K02911,,,0.6570917186382494,,,,,,,,41.091499999999996,,,,,
835,K02912,,0.354,,,,,,,,4.1238,,,,,,
836,K02913,,,0.5938780016076621,,,,,,,,81.44829999999999,,,,,
837,K02914,,,0.7100010834119652,,,,,,,,12.0952,,,,,
838,K02916,,,0.6313797253317138,,,,,0.6829305775026542,,,158.0564,,,,,23.266599999999997
839,K02919,,,0.5982597980121,,,,,,,,64.417,,,,,
840,K02926,,,0.684547139599777,,,,,,,,163.61679999999998,,,,,
841,K02931,,,0.6444442727459121,,,,,,,,272.491,,,,,
842,K02933,,,0.655506403011055,,,,,,,,197.5046,,,,,
843,K02935,,,0.6327622411381439,,,,,0.684,,,143.591,,,,,12.1948
844,K02936,,0.42383368498049745,,,,,,,,5.8369,,,,,,
845,K02939,,,0.6308091046029793,,,,,,,,137.5464,,,,,
846,K02945,,,0.6225895469684346,,,,,,,,480.66620000000006,,,,,
847,K02946,,,0.6228125938464268,,,,,,,,317.4156000000001,,,,,
848,K02948,,,0.670226495267457,,,,,,,,216.8182,,,,,
849,K02950,,,0.6683069382399258,,,,,,,,272.2496,,,,,
850,K02952,,,0.662842718514926,,,,,,,,123.91919999999999,,,,,
851,K02954,,,0.6597367103842832,,,,,,,,173.2784,,,,,
852,K02956,,,0.613609477626356,,,,,,,,181.8041,,,,,
853,K02959,,,0.6525049819839193,,,,,0.603,,,148.5757,,,,,2.2822
854,K02961,,,0.6701910502446891,,,,,,,,150.8351,,,,,
855,K02963,,,0.6471158730403382,,,,,,,,78.1116,,,,,
856,K02965,,,0.6538927759229674,,,,,,,,190.75959999999998,,,,,
857,K02966,,0.369,,,,,,,,5.0157,,,,,,
858,K02967,,,0.6388902471417478,,,,,,,,215.5433,,,,,
859,K02968,,,0.6619961741913466,,,,,0.713,,,88.62,,,,,4.7828
860,K02970,,,0.5997298830431809,,,,,0.6729999999999999,,,65.8876,,,,,1.8053
861,K02979,,0.454,,,,,,,,2.0216,,,,,,
862,K02982,,,0.6797078055468508,,,,,,,,204.57090000000002,,,,,
863,K02986,,,0.6655433067939177,,,,,,,,165.88179999999997,,,,,
864,K02988,,,0.6900099286942248,,,,,,,,132.75889999999998,,,,,
865,K02990,,,0.66520907610428,,,,,,,,124.31970000000001,,,,,
866,K02992,,,0.662942281625279,,,,,,,,209.58069999999998,,,,,
867,K02994,,,0.645470513314639,,,,,,,,184.22000000000006,,,,,
868,K02995,,0.345,,,,,,,,4.3009,,,,,,
869,K02996,,,0.6462731247525465,,,,,,,,92.39049999999999,,,,,
870,K03040,,,0.6328842115516119,,,,,,,,426.8511999999998,,,,,
871,K03049,,0.3720000000000001,,,,,,,,4.4099,,,,,,
872,K03053,,0.337,,,,,,,,4.1254,,,,,,
873,K03060,,,0.6080780679525417,,,,,,,,150.55480000000003,,,,,
874,K03070,,,0.6570772965423123,,,,,,,,210.49119999999996,,,,,
875,K03071,,,0.6155929212972592,,,,,,,,20.950899999999997,,,,,
876,K03073,,,0.6243752365326096,,,,,0.6743421587515394,,,107.08670000000001,,,,,13.7155
877,K03074,,,0.6559999999999999,,,,,,,,8.8458,,,,,
878,K03075,,,0.6051098318960666,,,,,0.6413404318111837,,,78.6061,,,,,18.522299999999998
879,K03076,,,0.6224898604252591,,,,,,,,58.4922,,,,,
880,K03079,,,0.4970722568146006,,,,,,,,8.5426,,,,,
881,K03088,,,0.680707358673875,,,,,0.7082137950170367,,,3089.5072,,,,,36.856300000000005
882,K03089,,,0.641437628398509,,,,,,,,42.1483,,,,,
883,K03090,,,0.71,,,,,,,,19.1627,,,,,
884,K03092,,,0.6006133325005334,,,,,0.6441245190762367,,,186.23920000000007,,,,,12.2536
885,K03100,,,0.6291008758626729,,,,,,,,103.9475,,,,,
886,K03101,,,0.6461149376232768,,,,,0.6773970287618996,,,136.95790000000002,,,,,9.139700000000001
887,K03106,,,0.6419777866161116,,,,,,,,64.65979999999999,,,,,
888,K03110,,,0.523,,,,,,,,2.8689,,,,,
889,K03111,,,0.6575941631778355,,,,,0.7235740144843404,,,268.3894,,,,,24.072899999999997
890,K03113,,0.385,,,,,,,,5.3786,,,,,,
891,K03116,,,0.6296003031313951,,,,,0.6576272954903849,,,97.47049999999999,,,,,13.7238
892,K03117,,,0.6196613880038068,,,,,,,,14.1419,,,,,
893,K03118,,0.345,0.6517287153746893,,,,,0.638,,3.714,188.8917,,,,,4.1469
894,K03119,,,0.6219447285028287,,,,,,,,21.046799999999998,,,,,
895,K03136,,0.309,,,,,,,,3.6384,,,,,,
896,K03147,,,0.5976408533075134,,,,,,,,117.09029999999998,,,,,
897,K03149,,,0.6866598474608826,,,,,,,,112.71080000000002,,,,,
898,K03150,,,0.560750814126765,,,,,,,,10.313400000000001,,,,,
899,K03151,,0.708,0.6907327164726876,,,,,,,9.4293,25.250300000000003,,,,,
900,K03154,,,0.6608572887007591,,,,,0.695600434566239,,,34.340399999999995,,,,,6.796
901,K03177,,,0.720262508901305,,,,,,,,26.418699999999998,,,,,
902,K03179,,,0.6852823733380999,,,,,,,,14.747800000000002,,,,,
903,K03182,,,0.6409999999999999,,,,,,,,5.3166,,,,,
904,K03183,,,0.5823446832281222,,,,,,,,17.6019,,,,,
905,K03186,,0.354,0.6293145222310651,,,,,,,3.743,30.1571,,,,,
906,K03187,,,0.6955502006645068,,,,,0.60596302068752,,,9.9399,,,,,8.51
907,K03188,,0.391,0.7559999999999999,,,,,,,3.7524,4.8024,,,,,
908,K03189,,0.4320000000000001,0.6689516291794407,,,,,,,3.7524,20.0328,,,,,
909,K03190,,0.418,0.6758772650220373,,,,,0.583,,3.5399,14.9997,,,,,5.0924
910,K03208,,,0.522,,,,,,,,4.5073,,,,,
911,K03210,,,0.6369525505823093,,,,,0.606,,,77.744,,,,,3.6807
912,K03215,,,0.6920000000000001,,,,,,,,17.144,,,,,
913,K03216,,,0.5969716060947597,,,,,,,,20.6433,,,,,
914,K03217,,,0.6063761194773031,,,,,,,,179.53900000000004,,,,,
915,K03218,,,0.6604827270572162,,,,,,,,21.1541,,,,,
916,K03236,,0.399,,,,,,,,4.3317,,,,,,
917,K03243,,0.402,,,,,,,,3.3233,,,,,,
918,K03269,,,0.6349306951173396,,,,,,,,12.002600000000001,,,,,
919,K03270,,,0.737,,,,,,,,3.2473,,,,,
920,K03271,,,0.6715591298678343,,,,,,,,38.3971,,,,,
921,K03273,,,0.5447098827078117,,,,,,,,10.9534,,,,,
922,K03274,,,0.5582019080329441,,,,,,,,19.3393,,,,,
923,K03282,,0.331,0.6262290004144779,,,,,,,5.4966,84.0898,,,,,
924,K03284,,,0.6513893292644629,,,,,,,,152.83899999999997,,,,,
925,K03286,,,0.6120163905774035,,,,,,,,23.1277,,,,,
926,K03294,,,0.6990000000000001,,,,,,,,9.5241,,,,,
927,K03299,,,0.662,,,,,,,,2.2084,,,,,
928,K03300,,,0.6064596318891929,,,,,,,,20.8931,,,,,
929,K03301,,,0.6178690906555389,,,,,,,,34.221500000000006,,,,,
930,K03303,,,0.6468743057665524,,,,,,,,22.6004,,,,,
931,K03305,,,0.649,,,,,,,,8.1032,,,,,
932,K03312,,,0.632,,,,,,,,3.7457,,,,,
933,K03313,,,0.6920375308517525,,,,,,,,130.51739999999998,,,,,
934,K03315,,,0.6821253221841705,,,,,,,,44.5846,,,,,
935,K03320,,0.473,0.6636082647737267,,,,,,,3.1066,269.81,,,,,
936,K03322,,,0.645,,,,,,,,8.8975,,,,,
937,K03324,,,0.7123084304289002,,,,,,,,7.3697,,,,,
938,K03331,,,0.594,,,,,,,,3.3255,,,,,
939,K03335,,,0.6450553459224911,,,,,,,,42.8429,,,,,
940,K03337,,,0.672358680953459,,,,,,,,22.2684,,,,,
941,K03365,,,0.6012830072163312,,,,,,,,5.5318000000000005,,,,,
942,K03385,,,0.6220556966305535,,,,,,,,35.8873,,,,,
943,K03392,,,0.618009249591082,,,,,,,,27.744,,,,,
944,K03394,,,0.6743325945371473,,,,,,,,11.6599,,,,,
945,K03395,,,0.589,,,,,,,,5.8702,,,,,
946,K03396,,,0.5931263970614887,,,,,,,,18.9273,,,,,
947,K03399,,0.337,,,,,,,,4.1576,,,,,,
948,K03402,,,0.7375520709619947,,,,,,,,86.6697,,,,,
949,K03406,,,0.6646117877037543,,,,,,,,31.9463,,,,,
950,K03408,,,0.6605222665572053,,,,,,,,10.683800000000002,,,,,
951,K03410,,,0.6890000000000001,,,,,,,,3.2864,,,,,
952,K03411,,,0.545,,,,,,,,3.012,,,,,
953,K03412,,,0.757,,,,,,,,3.9862,,,,,
954,K03413,,,0.5878388176399643,,,,,,,,16.3363,,,,,
955,K03414,,,0.6237597503539987,,,,,,,,10.1883,,,,,
956,K03418,0.6459999999999999,,0.6940000000000002,,,,,,2.1718,,4.6968,,,,,
957,K03424,,,0.6716589000800504,,,,,,,,92.6037,,,,,
958,K03426,,,0.680778176923961,,,,,,,,26.946,,,,,
959,K03427,,,0.6159100844523095,,,,,,,,22.6829,,,,,
960,K03432,,,0.6754573436124728,,,,,,,,34.8882,,,,,
961,K03433,,,0.6676011976544683,,,,,,,,26.3749,,,,,
962,K03437,,,0.748,,,,,,,,8.1771,,,,,
963,K03438,,,0.6947233312378522,,,,,,,,145.3774,,,,,
964,K03439,,,0.6199863618735058,,,,,,,,37.467400000000005,,,,,
965,K03446,,,0.6759999999999999,,,,,,,,9.4561,,,,,
966,K03455,,,0.6699340160911144,,,,,,,,90.52839999999999,,,,,
967,K03457,,,0.6003509938522793,,,,,,,,25.5143,,,,,
968,K03464,,0.579,0.6656284773425157,,,,,,,4.6439,5.7771,,,,,
969,K03465,,,0.6473874505880876,,,,,,,,51.1545,,,,,
970,K03466,,,0.666754124367786,,,,,,,,497.75400000000013,,,,,
971,K03469,,,0.646722428762257,,,,,,,,47.3791,,,,,
972,K03470,,,0.6846502580133236,,,,,,,,96.0957,,,,,
973,K03474,,,0.6086283731887309,,,,,,,,41.2164,,,,,
974,K03478,,,0.6942414249446611,,,,,0.589,,,41.214800000000004,,,,,3.2573
975,K03495,,,0.6002537771082663,,,,,,,,13.6692,,,,,
976,K03496,,,0.6582064584199426,,,,,,,,253.72230000000002,,,,,
977,K03497,,,0.6776469605915099,,,,,0.7020944253965701,,,157.07890000000003,,,,,9.5657
978,K03498,,,0.6729999999999999,,,,,,,,4.1012,,,,,
979,K03499,,,0.6981578937716431,,,,,,,,76.8749,,,,,
980,K03500,,,0.684,,,,,,,,6.7231,,,,,
981,K03501,,,0.6792639628046327,,,,,0.693,,,49.557900000000004,,,,,7.5565
982,K03517,,,0.6537134586733122,,,,,,,,218.5582,,,,,
983,K03518,,,0.6582492866271267,,,,,,,,43.6491,,,,,
984,K03519,,,0.677469999647779,,,,,,,,20.7356,,,,,
985,K03521,,0.3670000000000001,0.6831189489641055,,,,,,,4.6945,314.49469999999997,,,,,
986,K03522,,,0.6722228981701052,,,,,,,,253.32909999999998,,,,,
987,K03523,,,0.7239183809590873,,,,,,,,29.194800000000004,,,,,
988,K03524,,,0.7492522159413784,,,,,,,,14.7199,,,,,
989,K03525,,,0.6990342199488142,,,,,,,,160.31999999999996,,,,,
990,K03526,,,0.6776385589292233,,,,,,,,425.18409999999994,,,,,
991,K03527,,,0.6721051427318616,,,,,,,,275.0703,,,,,
992,K03530,,,0.6406257905394565,,,,,,,,87.5417,,,,,
993,K03531,,,0.6749245125666279,,,,,,,,308.2557,,,,,
994,K03534,,,0.6502780135507655,,,,,,,,28.6023,,,,,
995,K03536,,,0.6574076205538955,,,,,0.7025842383207017,,,100.18629999999999,,,,,8.7507
996,K03544,,,0.6140454074207837,,,,,,,,357.7838999999999,,,,,
997,K03545,,,0.6823350451287477,,,,,,,,254.16849999999997,,,,,
998,K03546,,,0.749,,,,,,,,10.2522,,,,,
999,K03549,,,0.59838131393106,,,,,,,,52.8578,,,,,
1000,K03550,,,0.6733304088844898,,,,,,,,132.5476,,,,,
1001,K03551,,,0.6944915715775624,,,,,,,,183.37290000000004,,,,,
1002,K03553,,,0.6707276011638561,,,,,,,,312.50609999999995,,,,,
1003,K03556,,,0.7020347352505621,,,,,0.7433429705784006,,,376.43910000000005,,,,,8.5836
1004,K03557,,,0.608,,,,,,,,6.2045,,,,,
1005,K03558,,,0.6813665963387432,,,,,0.5479999999999999,,,29.207600000000003,,,,,3.8893
1006,K03559,,,0.5897706245118393,,,,,0.5527507332089029,,,185.77360000000004,,,,,17.0112
1007,K03560,,,0.5149332357683114,,,,,,,,6.2259,,,,,
1008,K03561,,,0.6139290729821524,,,,,,,,177.09759999999997,,,,,
1009,K03562,,,0.6459999999999998,,,,,,,,11.1918,,,,,
1010,K03563,,,0.6359999999999999,,,,,0.6110218868372382,,,3.5371,,,,,5.6957
1011,K03564,,0.408,0.5963521186251475,,,,,,,2.6214,45.619,,,,,
1012,K03565,,,0.6745535886347658,,,,,0.706,,,18.0839,,,,,7.1472
1013,K03566,,,0.642,,,,,,,,5.0799,,,,,
1014,K03568,,,0.6204499973928477,,,,,,,,18.3214,,,,,
1015,K03569,,,0.6711263788782459,,,,,,,,462.9440000000001,,,,,
1016,K03570,,,0.6225579473093942,,,,,0.6900410726417757,,,54.86919999999999,,,,,34.3347
1017,K03571,,,0.6778391269152001,,,,,0.6794554556250886,,,23.1356,,,,,12.6215
1018,K03574,,0.5663445434838363,0.6817171865681843,,,,,,,5.3027999999999995,117.40249999999999,,,,,
1019,K03575,,,0.7141362502935716,,,,,,,,48.3656,,,,,
1020,K03581,,,0.6578771216556853,,,,,,,,29.128300000000003,,,,,
1021,K03583,,,0.642,,,,,,,,2.8471,,,,,
1022,K03584,,,0.6938319247108938,,,,,0.591,,,170.30029999999996,,,,,2.2409
1023,K03585,,,0.659,,,,,,,,5.3281,,,,,
1024,K03586,,,0.512,,,,,,,,3.5012,,,,,
1025,K03588,,,0.6859999999999999,,,,,,,,5.5228,,,,,
1026,K03589,,,0.6745574125586938,,,,,0.7157004892005543,,,78.93350000000001,,,,,17.114
1027,K03590,,,0.598685752160937,,,,,,,,59.53,,,,,
1028,K03591,,,0.6409999999999999,,,,,,,,4.6208,,,,,
1029,K03592,,,0.6714729825137851,,,,,,,,10.3247,,,,,
1030,K03593,,0.378,0.6741008992409424,,,,,,,3.0896,232.32579999999993,,,,,
1031,K03594,,,0.592820996778599,,,,0.644,0.52,,,83.45989999999999,,,,2.9249,3.0117
1032,K03595,,,0.6713870419509597,,,,,,,,90.75740000000002,,,,,
1033,K03597,,,0.6950000000000001,,,,,,,,6.3435,,,,,
1034,K03598,,,0.685,,,,,,,,3.8133,,,,,
1035,K03600,,,0.6729999999999999,,,,,,,,4.5288,,,,,
1036,K03601,,,0.6808478957694546,,,,,0.716,,,113.6735,,,,,5.3232
1037,K03602,,,0.6488680185724013,,,,,,,,68.6957,,,,,
1038,K03608,,,0.612,,,,,0.5670000000000001,,,8.0009,,,,,4.2738
1039,K03609,,,0.63,,,,,,,,8.0009,,,,,
1040,K03610,,,0.6606671126628078,,,,,,,,11.0626,,,,,
1041,K03611,,,0.659,,,,,,,,4.2579,,,,,
1042,K03621,,,0.65497328203712,,,,,,,,92.2403,,,,,
1043,K03624,,,0.6073197355772738,,,,,,,,31.3704,,,,,
1044,K03625,,,0.6726547828586764,,,,,,,,61.51240000000001,,,,,
1045,K03627,,0.344,,,,,,,,4.1726,,,,,,
1046,K03628,,,0.6339031564656405,,,,,,,,425.49209999999994,,,,,
1047,K03629,,,0.7024821087553821,,,,,,,,101.09880000000001,,,,,
1048,K03630,,,0.6198432892466618,,,,,,,,56.758900000000004,,,,,
1049,K03631,,,0.68172154878405,,,,,,,,100.9826,,,,,
1050,K03634,,,0.5905915572669699,,,,,,,,27.9661,,,,,
1051,K03635,,0.37,0.6613085847393027,0.7390000000000001,,,,0.7020000000000001,,3.7265,64.33810000000001,11.1542,,,,10.2269
1052,K03636,,0.365,0.6747490907273308,,,,,0.7170000000000001,,5.0536,226.49320000000003,,,,,6.6473
1053,K03637,,0.447,0.6811034023589406,0.546,,,,,,3.7265,151.1729,3.6564,,,,
1054,K03638,,,0.6463608945915551,,,,,,,,18.6,,,,,
1055,K03639,,,0.667923515591582,,,,,,,,201.16670000000002,,,,,
1056,K03640,,,0.63,,,,,,,,9.484,,,,,
1057,K03641,,,0.6798099509574194,,,,,,,,96.3304,,,,,
1058,K03642,,,0.6124491867668835,,,,,0.5760000000000001,,,72.4006,,,,,4.0623
1059,K03643,,,0.6407128208217041,,,,,,,,8.8702,,,,,
1060,K03644,,,0.6771218290468067,,,,,,,,223.9594,,,,,
1061,K03648,,,0.696,0.729,,,,,,,7.0491,14.3758,,,,
1062,K03649,,,0.7240000000000001,,,,,,,,5.0482,,,,,
1063,K03650,,,0.5861288168768698,,,,,,,,47.3814,,,,,
1064,K03651,,,0.6582212262287529,,,,,,,,31.2913,,,,,
1065,K03652,,0.358,0.7061353864816554,,,,,,,3.8475,85.6032,,,,,
1066,K03653,,,0.509,,,,,,,,8.1656,,,,,
1067,K03655,,,0.683,,,,,,,,4.4935,,,,,
1068,K03657,,,0.6629999999999998,,,,,,,,4.9747,,,,,
1069,K03660,,,0.5556994442191763,,,,,,,,10.6686,,,,,
1070,K03664,,,0.6615240857621717,,,,,,,,162.3035,,,,,
1071,K03665,,,0.6870065612602193,,,,,,,,170.1377,,,,,
1072,K03666,,,0.5633439662869387,,,,,,,,37.598099999999995,,,,,
1073,K03667,,,0.598587954355881,,,,,,,,19.3579,,,,,
1074,K03668,,,0.6272153317481308,,,,,0.6709999999999999,,,25.0659,,,,,4.597
1075,K03669,,,0.66,,,,,,,,3.4112,,,,,
1076,K03671,,0.314,0.6656873254719582,,,,,,,3.4113,170.43540000000002,,,,,
1077,K03672,,,0.7310470853473416,,,,,,,,8.6335,,,,,
1078,K03673,,,0.617,,,,,,,,4.2364,,,,,
1079,K03676,,,0.643,,,,,,,,6.9302,,,,,
1080,K03684,,,0.7028297376501108,,,,,,,,14.6355,,,,,
1081,K03685,,,0.6575092069988233,,,,,,,,54.737,,,,,
1082,K03686,,,0.7140000000000001,,,,,,,,13.2929,,,,,
1083,K03687,,,0.6740163958393304,,,,,0.622,,,110.8886,,,,,5.1216
1084,K03698,,,0.6685159394978083,,,,,,,,46.8604,,,,,
1085,K03699,,,0.6534997211075867,,,,,,,,42.5899,,,,,
1086,K03700,,,0.613,,,,,,,,4.6326,,,,,
1087,K03701,,0.354,0.6725785560786326,,,,,,,2.6096,80.44409999999999,,,,,
1088,K03702,,,0.6502875517729747,,,,,,,,110.7425,,,,,
1089,K03703,,,0.6747431981305239,,,,,,,,141.41700000000003,,,,,
1090,K03704,,,0.6077979279834559,,,,,,,,425.0743000000002,,,,,
1091,K03705,,,0.6750095860677296,,,,,0.7040000000000001,,,164.2326,,,,,2.9738
1092,K03707,,,0.6562340029047251,,,,,,,,11.5456,,,,,
1093,K03709,,,0.7052942066205492,,,,,,,,130.2102,,,,,
1094,K03711,,,0.6626702955223738,,,,,,,,51.544,,,,,
1095,K03717,,,0.6320000000000001,,,,,,,,3.2642,,,,,
1096,K03718,,0.35600000000000004,0.6985647463048702,,,,,,,3.5927,26.280700000000003,,,,,
1097,K03719,,,0.6579825002783608,,,,,,,,123.86059999999998,,,,,
1098,K03724,,,0.6802282285772313,,,,,,,,133.8052,,,,,
1099,K03734,,,0.6565276211903803,,,,,,,,26.4267,,,,,
1100,K03736,,,0.635,,,,,,,,2.7313,,,,,
1101,K03737,,,0.5,,,,,,,,3.5197,,,,,
1102,K03741,,,0.6584146665862173,,,,,,,,69.2256,,,,,
1103,K03742,,,0.6728710874117935,,,,,,,,49.60640000000001,,,,,
1104,K03743,,,0.642,,,,,,,,6.733,,,,,
1105,K03744,,,0.6390962724393608,,,,,,,,201.53909999999996,,,,,
1106,K03746,,,0.5771956603436166,,,,,0.573786168326341,,,7.0692,,,,,4.9399
1107,K03749,,,0.66,,,,,,,,2.688,,,,,
1108,K03750,,,0.6954394648802135,,,,,,,,76.05950000000001,,,,,
1109,K03752,,,0.687771887189012,,,,,0.5635176143925364,,,41.61279999999999,,,,,6.429
1110,K03753,,,0.6287692701188863,,,,,,,,11.4604,,,,,
1111,K03768,,,0.6912771936834323,,,,,,,,20.314,,,,,
1112,K03770,,,,,,,,0.546,,,,,,,,3.4407
1113,K03772,,,0.545,,,,,,,,4.1412,,,,,
1114,K03775,,,0.677,,,,,,,,3.6118,,,,,
1115,K03778,,,0.575,,,,,,,,3.4945,,,,,
1116,K03779,,,0.639,,,,,,,,9.1222,,,,,
1117,K03781,,,0.626775795435882,,,,,,,,99.1413,,,,,
1118,K03783,,,0.6883877755035863,,,,,,,,51.878299999999996,,,,,
1119,K03784,,,0.685,,,,,,,,14.3265,,,,,
1120,K03786,,,0.7059897652293733,,,,,,,,43.239599999999996,,,,,
1121,K03787,,,0.6606606729352221,,,,,,,,41.924899999999994,,,,,
1122,K03789,,,0.6879443897001791,,,,,,,,61.01180000000001,,,,,
1123,K03790,,0.355,0.6784900737416281,,,,,,,2.6982,115.14729999999997,,,,,
1124,K03791,,,0.499,,,,,,,,3.3769,,,,,
1125,K03797,,,0.6032443038676911,,,,,0.7120000000000001,,,175.21910000000005,,,,,4.4631
1126,K03799,,0.6341907235805221,0.6875889287315131,,,,,,,17.1614,188.44700000000003,,,,,
1127,K03801,,,0.7158881548738177,,,,,,,,30.205,,,,,
1128,K03802,,,0.7390000000000001,,,,,,,,17.0561,,,,,
1129,K03809,,,0.6557468837981008,,,,,,,,79.29039999999999,,,,,
1130,K03814,,,0.6332318017552917,,,,,,,,13.6373,,,,,
1131,K03817,,,0.6941391356846776,,,,,,,,31.3549,,,,,
1132,K03818,,,0.5647045698849769,,,,,,,,12.4385,,,,,
1133,K03820,,,0.6862143783228934,,,,,,,,53.33229999999999,,,,,
1134,K03821,,,0.6472296554279611,,,,,,,,235.9079,,,,,
1135,K03824,,,0.64901948747891,,,,,,,,39.3527,,,,,
1136,K03829,,,0.6221115168735424,,,,,,,,19.8995,,,,,
1137,K03830,,,0.6476083203419658,,,,,,,,17.737099999999998,,,,,
1138,K03832,,,0.5679821608908292,,,,,0.5663918822806838,,,95.5176,,,,,20.382299999999997
1139,K03833,,,0.6727921214153177,,,,,,,,11.344100000000001,,,,,
1140,K03840,,,0.555,,,,,,,,2.3669,,,,,
1141,K03882,0.24057177849677439,,,0.219,,,,,16.211100000000002,,,7.9709,,,,
1142,K03885,,,0.6862244586550523,,,,,,,,49.4503,,,,,
1143,K03886,,,0.5874739435216433,,,,,,,,6.4536,,,,,
1144,K03888,,,0.691,,,,,,,,12.5426,,,,,
1145,K03889,,,0.7282686887066414,,,,,,,,24.8902,,,,,
1146,K03890,,,0.7277550346116459,,,,,,,,30.8834,,,,,
1147,K03892,,,0.6736171909102168,,,,,,,,117.9197,,,,,
1148,K03893,,,0.684,,,,,,,,2.6,,,,,
1149,K03919,,,0.7021634694055888,,,,,,,,19.863300000000002,,,,,
1150,K03924,0.721,0.6668635425384432,0.672889956564153,,,,,,4.5978,37.870400000000004,566.2416999999999,,,,,
1151,K03925,,,0.6565513273809551,,,,,0.545,,,127.01769999999999,,,,,3.1072
1152,K03926,,,0.632296066962959,,,,,,,,28.7994,,,,,
1153,K03928,,,0.6871967484289841,,,,,,,,18.6735,,,,,
