,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Baculoviridae,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Baculoviridae,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts unclassified viruses,gene_countsUnclassified
765,K02372,,,0.6013320920601236,,,,,,,,153.7829,,,,,
766,K02377,,,0.6342626355478979,,,,,,,,21.0225,,,,,
767,K02379,,,0.670090659916181,,,,,,,,62.855699999999985,,,,,
768,K02380,,,0.5684956227510779,,,,,,,,14.1432,,,,,
769,K02385,,,0.5340910191426873,,,,,0.667,,,15.2027,,,,,1.544
770,K02386,,,0.6678048097547796,,,,,0.660456122040816,,,22.816000000000003,,,,,7.9385
771,K02387,,,0.6056596118919546,,,,,,,,28.351100000000002,,,,,
772,K02388,,,0.6154486619276429,,,,,,,,63.819,,,,,
773,K02389,,,0.6180219312831443,,,,,0.654,,,57.694700000000005,,,,,3.2915
774,K02390,,,0.5994830577149025,,,,,,,,35.0853,,,,,
775,K02391,,,0.609,,,,,,,,4.4895,,,,,
776,K02392,,,0.608,,,,,,,,4.3683,,,,,
777,K02393,,,0.6265606430709322,,,,,0.6129300856079883,,,79.9993,,,,,5.6378
778,K02394,,,0.6480022008629855,,,,,,,,139.55160000000004,,,,,
779,K02395,,,0.643931585781893,,,,,0.5479839110637708,,,56.1866,,,,,17.505399999999998
780,K02396,,,0.6124779260679994,,,,,0.6095665591620558,,,70.9871,,,,,4.7044999999999995
781,K02398,,,0.6570417984451663,,,,,0.6013520140098148,,,9.5332,,,,,28.7257
782,K02399,,,0.691,,,,,0.601,,,3.5271,,,,,5.9442
783,K02402,,,0.6415709722706057,,,,,,,,12.4292,,,,,
784,K02403,,,0.645,,,,,,,,6.231,,,,,
785,K02404,,,0.6349541598477004,,,,,,,,9.2851,,,,,
786,K02405,,,0.620261907563937,,,,,0.614,,,55.5511,,,,,3.9368
787,K02406,,,0.6408351668811706,,,,,,,,102.57439999999998,,,,,
788,K02407,,,0.5876059609568582,,,0.6809999999999999,,0.536561791792075,,,35.831,,,3.6632,,11.2808
789,K02408,,,0.5913821400080475,,,,,0.5479999999999999,,,58.117299999999986,,,,,4.4172
790,K02409,,,0.6385718343079024,,,,,,,,86.01740000000001,,,,,
791,K02410,,,0.624062157469341,,,,,0.57,,,188.00939999999994,,,,,1.9402
792,K02411,,,0.580530605268599,,,,,0.6003811383869355,,,16.296599999999998,,,,,6.7569
793,K02413,,,0.6322756527950342,,,,,0.5916696948410287,,,25.7686,,,,,15.9937
794,K02414,,,0.6587384830125355,,,,,0.696,,,12.0646,,,,,2.5795
795,K02415,,0.664,0.655413456109119,,,,,0.589404472049422,,3.7699,57.258500000000005,,,,,26.4487
796,K02416,,,0.6187311813507408,,,,,0.6349344889070724,,,81.38709999999999,,,,,5.7425999999999995
797,K02417,,,0.6328821505019087,,,,,,,,110.333,,,,,
798,K02418,,,0.6890629565267019,,,,,0.6794209677921557,,,28.698100000000004,,,,,19.5452
799,K02419,,,0.6079758139824272,,,,,,,,22.493000000000002,,,,,
800,K02420,,,0.6352960548954816,,,,,,,,31.2514,,,,,
801,K02421,,,0.5775734959455888,,,,,,,,10.5132,,,,,
802,K02422,,,0.6143449258544134,,,,,0.5635596315083662,,,28.748600000000003,,,,,24.3341
803,K02423,,,,,,,,0.63,,,,,,,,2.9647
804,K02426,,,0.6591848521234281,,,,,,,,26.649299999999997,,,,,
805,K02428,,,0.6507647326904638,,,,,,,,69.1386,,,,,
806,K02429,,,0.5891936326477503,,,,,,,,78.6865,,,,,
807,K02431,,,0.695,,,,,,,,4.0618,,,,,
808,K02433,,,0.6125201966708662,,,,,,,,9.714500000000001,,,,,
809,K02434,,,0.5616627549355298,,,,,,,,10.3148,,,,,
810,K02435,,0.677,0.6369448966067962,,,,,,,3.509,94.94470000000003,,,,,
811,K02437,,,0.611786304716351,,,,,0.69,,,153.7456,,,,,8.4561
812,K02444,,,0.606,,,,,,,,2.8271,,,,,
813,K02448,,,0.6665518216009205,,,,,,,,8.0339,,,,,
814,K02452,,,0.6489533480152962,,,,,0.6567087581533786,,,6.3473,,,,,7.7744
815,K02453,,,0.625,,,,,,,,4.4201,,,,,
816,K02456,,,0.5967122820303481,,,,,,,,30.404600000000002,,,,,
817,K02458,,,0.6442111429131238,,,,,0.649,,,15.4111,,,,,5.9484
818,K02459,,,0.6167831644230126,,,,,0.662068454478525,,,16.5912,,,,,5.9884
819,K02460,,,0.6280531216368049,,,,,0.669698041999065,,,14.598500000000001,,,,,8.7172
820,K02461,,,,,,,,0.665,,,,,,,,5.5264
821,K02462,,,,,,,,0.6970000000000001,,,,,,,,4.5336
822,K02463,,,0.7240000000000001,,,,,,,,3.4234,,,,,
823,K02477,,,0.5436953898532458,,,,,,,,26.920800000000003,,,,,
824,K02478,,,0.5398848066623968,,,,,,,,23.0268,,,,,
825,K02480,,,0.665,,,,,,,,6.7798,,,,,
826,K02481,,,0.541,,,,,,,,4.8021,,,,,
827,K02482,,,0.5369984778067913,,,,,,,,9.1441,,,,,
828,K02483,,,0.6011773397323713,,,,,,,,46.5233,,,,,
829,K02484,,,0.662,,,,,,,,4.9191,,,,,
830,K02488,,,0.6625359272620466,,,,,,,,33.0559,,,,,
831,K02492,0.597,,0.673099352503732,,,,,0.609,3.1157,,211.08359999999996,,,,,3.0676
832,K02493,,,0.6763677929957086,,,,,,,,15.663900000000002,,,,,
833,K02494,,,0.6803118854038683,,,,,0.6895673052617717,,,6.5821000000000005,,,,,6.967600000000001
834,K02495,,,0.539,,,,,,,,4.8904,,,,,
835,K02496,,,0.708,,,,,,,,2.7737,,,,,
836,K02498,,,0.7020878926374222,,,,,,,,17.4963,,,,,
837,K02500,,,0.6928532406691112,,,,,,,,45.207899999999995,,,,,
838,K02501,,,0.524095921821259,,,,,,,,9.1585,,,,,
839,K02503,,0.599,0.6195993795726725,,,,,,,2.4335,131.8323,,,,,
840,K02510,,,0.6792942679568289,,,,,,,,97.69349999999999,,,,,
841,K02517,,,0.6131579401248588,,,,,,,,8.6425,,,,,
842,K02518,0.522,,0.5839432524191234,,,,,0.626,3.394,,253.81420000000006,,,,,4.178
843,K02519,,,0.6303501558437491,,,,,,,,46.073699999999995,,,,,
844,K02520,,,0.6050256515922137,,,,,0.682,,,323.3352,,,,,2.9469
845,K02523,,,0.5739201419698314,,,,,,,,10.7649,,,,,
846,K02527,,,0.6181403813990872,,,,,0.627,,,125.99300000000001,,,,,1.78
847,K02528,,,0.6191594703588952,,,,,,,,13.7424,,,,,
848,K02529,,,0.6342498884024453,,,,,,,,36.413199999999996,,,,,
849,K02533,,,0.6728724456447569,,,,,,,,25.1314,,,,,
850,K02536,,,0.6150974062888775,,,,,,,,83.2688,,,,,
851,K02548,,,0.7010039898546385,,,,,,,,27.191499999999998,,,,,
852,K02549,,,0.754,,,,,,,,10.3296,,,,,
853,K02553,,,0.665,,,,,,,,5.2116,,,,,
854,K02556,,,0.5983918893710063,,,,,,,,101.93820000000001,,,,,
855,K02557,,,0.6169637914927254,,,,,,,,43.7481,,,,,
856,K02558,,,0.535,,,,,,,,6.1399,,,,,
857,K02563,,,0.6995083096864716,,,,,,,,35.4232,,,,,
858,K02564,,,0.661167099093997,,,,,,,,16.184199999999997,,,,,
859,K02573,,,0.633,,,,,,,,3.0925,,,,,
860,K02575,,,0.6135406652780931,,,,,,,,18.1809,,,,,
861,K02600,,,0.6338578656603134,,,,,,,,541.8296,,,,,
862,K02601,,,0.626425620176668,,,,,,,,268.1599,,,,,
863,K02609,,,0.6506432826074905,,,,,,,,137.6635,,,,,
864,K02610,,,0.656654172605101,,,,,,,,60.238,,,,,
865,K02611,,,0.7064788055079059,,,,,,,,16.8769,,,,,
866,K02612,,,0.6754901466961398,,,,,,,,22.9384,,,,,
867,K02614,,,0.6556281216818063,,,,,,,,50.217099999999995,,,,,
868,K02616,,,0.7190122399253525,,,,,0.7253759928093111,,,131.2165,,,,,6.2334
869,K02619,,,0.6459999999999999,,,,,,,,2.8773,,,,,
870,K02624,,,0.6839550090088953,,,,,,,,39.7924,,,,,
871,K02626,,,0.5666224052940195,,,,,,,,31.0706,,,,,
872,K02638,,,0.5590398902102272,,,,,0.684,,,29.217499999999998,,,,,2.8138
873,K02650,,,0.6043525175735187,,,,,0.657,,,21.7481,,,,,5.7938
874,K02651,,,0.5712208317072538,,,,,0.583025628123043,,,97.5582,,,,,38.9711
875,K02654,,0.637,0.6148955171920789,,,,,,,4.4503,36.719699999999996,,,,,
876,K02655,,,0.634706296265919,,,,,,,,9.8229,,,,,
877,K02656,,,0.638,,,,,,,,2.4044,,,,,
878,K02657,,,0.5747554934208455,,,,,,,,11.669,,,,,
879,K02658,,,0.6165672937118826,,,,,,,,15.503499999999999,,,,,
880,K02659,,,0.642,,,,,,,,2.5891,,,,,
881,K02662,,,0.6080694851563996,,,,,,,,63.1247,,,,,
882,K02663,,,0.6105626865064339,,,,,,,,13.702,,,,,
883,K02664,,,0.5858036715506304,,,,,,,,37.3643,,,,,
884,K02665,,,0.6227943746377111,,,,,,,,7.8519000000000005,,,,,
885,K02669,,,0.531,,,,,,,,4.7819,,,,,
886,K02671,,,0.5407817055669927,,,,,0.5896742240190147,,,5.2371,,,,,12.3216
887,K02672,,,0.5736386525952007,,,,,,,,8.6591,,,,,
888,K02673,,,0.5612816231778827,,,,,,,,14.044099999999998,,,,,
889,K02674,,,0.6127647101534776,,,,,0.7020000000000001,,,10.452,,,,,4.8079
890,K02676,,,0.6100263930198577,,,,,,,,15.7809,,,,,
891,K02686,,,0.63332183336635,,,,,,,,13.331299999999999,,,,,
892,K02687,,,0.6762027837459544,,,,,,,,47.9864,,,,,
893,K02742,,,0.5577579551687947,,,,,,,,8.4205,,,,,
894,K02784,,,0.6563717660925389,,,,,,,,25.545699999999997,,,,,
895,K02793,,,0.631050623021867,,,,,,,,11.1368,,,,,
896,K02803,,,0.6459999999999999,,,,,,,,4.0977,,,,,
897,K02806,,,0.684,,,,,,,,15.01,,,,,
898,K02825,,,0.6314547506830068,,,,,,,,75.8374,,,,,
899,K02834,,,0.6309765720643042,,,,,0.5869209862003004,,,131.89360000000002,,,,,20.407899999999998
900,K02835,,,0.6579999999999999,,,,,,,,6.8654,,,,,
901,K02836,,,0.5923747120635796,,,,,,,,17.0509,,,,,
902,K02837,,,0.618,,,,,,,,5.0665,,,,,
903,K02838,,,0.615839823706543,,,,,,,,283.1488,,,,,
904,K02851,,,0.633,,,,,,,,5.8922,,,,,
905,K02856,,,0.5460928369386625,,,,,,,,15.959399999999999,,,,,
906,K02860,,,0.635933610815311,,,,,0.6414481523071109,,,123.5829,,,,,7.9792
907,K02863,,,0.639332780909591,,,,,,,,310.0137,,,,,
908,K02864,,,0.6339007131031663,,,,,0.6167995474894578,,,263.8742000000001,,,,,6.2591
909,K02867,,,0.6232993561552764,,,,,0.224,,,331.1141,,,,,5.4258
910,K02871,,,0.6076436256709966,,,,,,,,246.2810000000001,,,,,
911,K02874,,,0.6248020085459877,,,,,,,,239.98590000000002,,,,,
912,K02876,,,0.6385281648887118,,,,,,,,238.74529999999993,,,,,
913,K02878,,,0.6288329682204854,,,0.25,,,,,299.71200000000005,,,4.587,,
914,K02879,,,0.6525283501095877,,,,,,,,262.4862999999999,,,,,
915,K02881,,,0.6541556400276219,,,,,,,,180.50960000000003,,,,,
916,K02884,,,0.6305139464914024,,,,,0.196,,,266.9486000000001,,,,,2.6043
917,K02886,,,0.6675574898017682,,,,,,,,177.2008,,,,,
918,K02887,,,0.634438888622547,,,,,,,,258.37659999999994,,,,,
919,K02888,,,0.6136318396923662,,,,,0.303,,,238.21689999999992,,,,,1.9325
920,K02890,,,0.6390060528766947,,,,,0.641080669676013,,,209.5423,,,,,20.1575
921,K02892,,0.57,0.6108601265879035,,,,,,,3.9197,148.199,,,,,
922,K02895,,,0.5936517224316755,,,0.524,,,,,149.4203,,,4.7205,,
923,K02897,,,0.6385440021587362,,,,,0.6568288162909887,,,257.0789,,,,,8.4834
924,K02899,,,0.6296702413567363,,,0.5015377796770132,,0.655,,,228.98669999999998,,,9.0033,,5.0516
925,K02902,,,0.6213378569276149,,,,,,,,131.6399,,,,,
926,K02904,,,0.6232808638508623,,,,,0.675,,,217.60780000000003,,,,,8.04
927,K02906,,,0.6501152408548254,,,0.35999999999999993,,,,,209.21760000000003,,,2.5359,,
928,K02907,,,0.6285728178199173,,,,,0.653,,,179.17659999999995,,,,,9.4911
929,K02909,,,0.5831310628224627,,,,,,,,142.7685,,,,,
930,K02911,,,0.6081453673098399,,,,,0.6738664262146391,,,72.8973,,,,,11.744299999999999
931,K02913,,,0.5484361485191028,,,,,0.229,,,101.92920000000001,,,,,2.6084
932,K02914,,,0.6652848842946602,,,,,0.6920000000000001,,,57.4043,,,,,2.8811
933,K02916,,,0.6065801356429337,,,,,0.61,,,209.543,,,,,3.9626
934,K02919,,,0.579241013186721,,,0.294,,,,,39.5197,,,4.9882,,
935,K02926,,,0.6505564776604956,,,,,,,,277.473,,,,,
936,K02931,,0.643,0.6146966389298107,,,,,,,4.7703,255.48489999999998,,,,,
937,K02933,,,0.6220894671340488,,,,,,,,192.53690000000003,,,,,
938,K02935,,,0.5946557609378641,,,0.477,,0.5806967557572702,,,251.12210000000002,,,1.6466,,6.6355
939,K02939,,,0.6102388440492243,,,,,,,,211.1015,,,,,
940,K02945,,,0.5779984874088923,,,,,,,,325.1686,,,,,
941,K02946,,0.34,0.6109544921572575,,,,,,,4.1191,165.91400000000002,,,,,
942,K02948,,,0.6642528719559857,,,,,,,,187.3672,,,,,
943,K02950,,,0.6244589815063988,,,0.314,,0.289,,,383.8342999999999,,,6.2934,,4.2153
944,K02952,,,0.6158757762197306,,,,,,,,163.85670000000002,,,,,
945,K02954,,,0.6170952212490469,,,,,0.1701305572994667,,,255.22339999999994,,,,,7.7378
946,K02956,,,0.5931919421986237,,,,,0.667096524821008,,,228.8714,,,,,13.2333
947,K02959,,,0.6302357060537831,,,,,,,,138.8271,,,,,
948,K02961,,,0.6026683419564597,,,,,,,,193.60099999999997,,,,,
949,K02963,,,0.6131263311587665,,,,,,,,122.73510000000002,,,,,
950,K02965,,,0.5909987150811498,,,,,,,,189.51850000000002,,,,,
951,K02966,,0.339,,,,,,,,2.4481,,,,,,
952,K02967,,,0.6190527438444628,,,,,,,,359.43340000000006,,,,,
953,K02968,,,0.6359082396670885,,,,,0.5191043712425923,,,146.34270000000004,,,,,8.5414
954,K02970,,,0.5820073029310516,,,,,0.313,,,162.4991,,,,,4.2494
955,K02982,,,0.6334675737802766,,,,,,,,297.89699999999993,,,,,
956,K02986,,,0.6394009398848294,,,,,,,,344.83910000000003,,,,,
957,K02988,,,0.6631264370152443,,,,,,,,129.5677,,,,,
958,K02990,,,0.6213130930375056,,,,,0.6219999999999999,,,213.9597,,,,,5.0622
959,K02992,,,0.6428270368800584,,,,,,,,189.19479999999996,,,,,
960,K02994,,,0.6179830650020527,,,,,,,,216.57239999999996,,,,,
961,K02996,,,0.6294880178195336,,,,,,,,170.83419999999995,,,,,
962,K03040,,,0.6180437535968699,,,,,,,,600.0534000000001,,,,,
963,K03046,,,0.5429999999999999,,,,,,,,9.8658,,,,,
964,K03060,,,0.6351196236755969,,,,,0.7,,,179.87989999999996,,,,,3.0134
965,K03070,,,0.622982881063394,,,,,,,,66.6249,,,,,
966,K03071,,,0.6269011875795548,,,,,,,,72.7765,,,,,
967,K03073,,,0.5869053295749332,,,,,0.6759999999999999,,,101.0441,,,,,8.6996
968,K03074,,,0.5668191320393877,,,,,,,,9.7255,,,,,
969,K03075,,,0.626455112678452,,,,,0.6174994239657697,,,91.23830000000001,,,,,20.994000000000003
970,K03076,,,0.6003337398276645,,,,,,,,109.34980000000002,,,,,
971,K03077,,,0.6358251931969465,,,,,,,,21.7147,,,,,
972,K03079,,,0.5670000000000001,,,,,,,,2.3566,,,,,
973,K03088,0.71,,0.6581594195643027,,,,,0.670620868794028,5.4022,,2391.6293,,,,,111.02749999999999
974,K03089,,,0.62007120005581,,,,,,,,11.3595,,,,,
975,K03090,,,0.6688766041666371,,,,,,,,30.6672,,,,,
976,K03092,,,0.6052001326946744,,,,,0.6559999999999998,,,479.8793999999998,,,,,6.9842
977,K03098,,,0.6459999999999999,,,,,,,,6.2135,,,,,
978,K03100,,,0.5985163223904335,,,,,,,,193.62340000000003,,,,,
979,K03101,,,0.6382285219119072,,,,,0.6451753541408247,,,181.2484,,,,,22.1131
980,K03106,,,0.6580804716930462,,,,,,,,33.9793,,,,,
981,K03110,,,0.6327755848154394,,,,,,,,33.2241,,,,,
982,K03111,,,0.6322331905018894,,,,,0.7035328627902373,,,286.08859999999993,,,,,19.9932
983,K03113,,,0.6471432350373222,,,,,,,,6.476100000000001,,,,,
984,K03116,,,0.5912551282205193,,,,,0.554946890086807,,,129.76049999999998,,,,,17.0617
985,K03117,,,0.6471600729493898,,,,,0.626,,,34.4399,,,,,2.907
986,K03118,,,0.604565644640598,,,0.5660000000000001,,0.6293951018471847,,,245.59339999999997,,,3.453,,11.3524
987,K03147,,,0.6065138818637675,,,,,,,,275.5235,,,,,
988,K03149,,,0.6321755972429384,,,,,,,,99.21470000000001,,,,,
989,K03151,,,0.7176206348035784,,,,,,,,41.5088,,,,,
990,K03153,,,0.6370211684581997,,,,,,,,10.607099999999999,,,,,
991,K03154,,,0.672693122230924,,,,,0.5934357655780635,,,69.1838,,,,,7.1899999999999995
992,K03168,,,0.586,,,,,,,,4.2253,,,,,
993,K03177,,,0.6621217382137514,,,,,,,,65.11189999999999,,,,,
994,K03179,,,0.6622092213746982,,,,,,,,34.7637,,,,,
995,K03181,,,,,,,,0.6609999999999999,,,,,,,,3.2051
996,K03183,,,0.561,,,,,,,,6.2424,,,,,
997,K03186,,,0.6301035902771233,,,0.68,,,,,69.9238,,,5.1084,,
998,K03187,,,0.6705261076739344,,,,,,,,24.803,,,,,
999,K03188,,,0.7071971959358312,,,,,0.7013787524072047,,,26.735500000000002,,,,,8.6216
1000,K03189,,,0.6555523182590257,,,,,,,,55.444199999999995,,,,,
1001,K03190,,,0.7028036329403338,,,0.785,,,,,34.6457,,,2.7718,,
1002,K03192,,,0.6333955508646586,,,,,,,,5.043900000000001,,,,,
1003,K03194,,,0.62,,,,,,,,3.7794,,,,,
1004,K03195,,,0.645,,,,,,,,4.8848,,,,,
1005,K03196,,,0.628,,,,,,,,4.8848,,,,,
1006,K03197,,,0.6354599726466468,,,,,,,,8.602,,,,,
1007,K03198,,,0.6289093603050308,,,,,,,,8.602,,,,,
1008,K03200,,,0.5820129370562842,,,,,,,,6.391,,,,,
1009,K03201,,,0.6092471947545522,,,,,,,,4.5829,,,,,
1010,K03203,,,0.598,,,,,,,,5.9678,,,,,
1011,K03204,,,0.6380534986343558,,,,,,,,7.4472,,,,,
1012,K03205,,,0.653,,,,,,,,8.3345,,,,,
1013,K03208,,,0.5989666850315651,,,,,,,,17.601100000000002,,,,,
1014,K03210,,,0.5971706350687858,,,,,0.5043942631537448,,,104.00169999999997,,,,,7.0553
1015,K03215,,,0.7609999999999999,,,,,,,,4.3608,,,,,
1016,K03216,,,0.6581290229351934,,,,,,,,77.5112,,,,,
1017,K03217,,,0.6082108614542365,,,,,,,,190.62810000000002,,,,,
1018,K03218,,,0.6558975420976483,,,,,,,,24.4604,,,,,
1019,K03225,,,,,,,,0.713,,,,,,,,3.9133
1020,K03269,,,0.588201253276813,,,,,,,,38.4033,,,,,
1021,K03270,,,0.5556982773479068,,,,,,,,7.5483,,,,,
1022,K03271,,,0.6450011858981913,,,,,,,,84.9211,,,,,
1023,K03273,,,0.6638529302622783,,,,,,,,42.0841,,,,,
1024,K03274,,,0.575,,,,,,,,3.5408,,,,,
1025,K03281,,,0.552,,,,,,,,3.7409,,,,,
1026,K03282,,,0.5961713993903184,,,,,0.638,,,129.3855,,,,,17.0159
1027,K03284,,,0.6453241710345534,,,,,,,,59.021699999999996,,,,,
1028,K03286,,,0.6209949226104493,,,,,,,,147.84779999999998,,,,,
1029,K03291,,,0.669,,,,,,,,3.1184,,,,,
1030,K03297,,,0.624515958277323,,,,,,,,7.268800000000001,,,,,
1031,K03299,,,0.6244951956648556,,,,,,,,38.53649999999999,,,,,
1032,K03300,,,0.612,,,,,,,,4.1281,,,,,
1033,K03301,,,0.596163989276542,,,,,,,,37.84839999999999,,,,,
1034,K03303,,,0.6381323886491264,,,,,,,,170.8933,,,,,
1035,K03304,,,0.715,,,,,,,,4.9991,,,,,
1036,K03306,,,0.523,,,,,,,,4.0227,,,,,
1037,K03307,,,0.562,,,,,,,,5.4291,,,,,
1038,K03312,,,0.653,,,,,,,,4.2273,,,,,
1039,K03313,,,0.6945639465940832,,,0.7190000000000001,,,,,70.1721,,,2.5681,,
1040,K03320,,0.6409999999999999,0.6362473976458297,,,0.653,,,,3.8882,320.47729999999996,,,3.7243,,
1041,K03324,,,0.654713376881913,,,,,,,,16.3598,,,,,
1042,K03325,,,0.6401844208554337,,,,,,,,28.582100000000004,,,,,
1043,K03327,,,0.5961983862182689,,,,,,,,50.195100000000004,,,,,
1044,K03335,,,0.6987385072797173,,,,,,,,34.7819,,,,,
1045,K03337,,,0.691,,,,,,,,10.6231,,,,,
1046,K03338,,,0.698,,,,,,,,8.4449,,,,,
1047,K03365,,,0.6627821760629976,,,,,,,,16.6733,,,,,
1048,K03392,,,0.6318697678824499,,,,,,,,32.6644,,,,,
1049,K03394,,,0.7341315364318793,,,,,,,,20.6,,,,,
1050,K03395,,,0.6484841448402101,,,,,,,,6.8303,,,,,
1051,K03396,,,0.6282389413572392,,,,,,,,23.7423,,,,,
1052,K03402,,,0.6907434286763877,,,,,0.7390000000000001,,,71.8489,,,,,4.8018
1053,K03404,,,0.6940000000000001,,,,,,,,6.95,,,,,
1054,K03405,,,0.6940000000000001,,,,,,,,6.95,,,,,
1055,K03406,0.684,,0.6439434320236689,,,,,,2.6369,,511.99260000000015,,,,,
1056,K03407,,,0.512,,,,,,,,4.7375,,,,,
1057,K03408,,,0.5853091297580932,,,,,0.684,,,41.237500000000004,,,,,3.4915
1058,K03409,,,0.5835272837631588,,,,,0.504,,,29.246899999999997,,,,,6.1134
1059,K03410,,,0.629,,,,,,,,4.8819,,,,,
1060,K03411,,,0.6025551151030127,,,,,0.59,,,14.073699999999999,,,,,2.8873
1061,K03412,,,0.6246756629834664,,,,,,,,102.56280000000001,,,,,
1062,K03413,,,0.5868565452288048,,,,,,,,67.2128,,,,,
1063,K03414,,,0.631775809256559,,,,,,,,27.2897,,,,,
1064,K03417,,,0.611,,,,,,,,4.434,,,,,
1065,K03424,,,0.6461894365094055,,,,,,,,151.0669,,,,,
1066,K03426,,,0.7048175587724963,,,,,,,,38.7706,,,,,
1067,K03427,,,0.5948124024039709,,,,,,,,46.7285,,,,,
1068,K03433,,,0.6858805206206615,,,,,,,,14.642,,,,,
1069,K03437,,,0.6488829449455842,,,,,,,,18.97,,,,,
1070,K03438,,,0.6404786531209539,,,,,,,,221.49260000000004,,,,,
1071,K03439,,,0.6565998229528492,,,,,0.7120000000000001,,,65.665,,,,,10.9845
1072,K03442,,,0.634,,,,,,,,4.5287,,,,,
1073,K03446,,,0.6391782044754973,,,,,,,,69.7159,,,,,
1074,K03449,,,0.72541683319457,,,,,0.7559999999999999,,,7.0141,,,,,8.6338
1075,K03455,,,0.6560367964938594,,,,,,,,56.215399999999995,,,,,
1076,K03457,,,0.6494313535439529,,,,,,,,56.36999999999999,,,,,
1077,K03462,,,0.576003437535294,,,,,,,,14.989,,,,,
1078,K03464,,,0.6916800718385546,,,,,0.7509999999999999,,,28.3624,,,,,8.2868
1079,K03465,,,0.664310198620101,,,,,,,,40.2508,,,,,
1080,K03466,,,0.6492861007039811,,,,,,,,728.3910000000002,,,,,
1081,K03469,,,0.6609259454273553,,,,,,,,88.023,,,,,
1082,K03470,,,0.6656766949469529,,,,,,,,95.79230000000001,,,,,
1083,K03474,,,0.68225812531231,,,,,,,,47.867000000000004,,,,,
1084,K03478,,0.6999999999999998,0.6329502149058611,,,,,,,3.6552,94.3724,,,,,
1085,K03495,,,0.6128682699212651,,,,,,,,54.9384,,,,,
1086,K03496,,,0.6319808250767343,,,,,,,,155.4382,,,,,
1087,K03497,,,0.6296216547460213,,,,,0.373,,,269.38540000000006,,,,,2.3671
1088,K03498,,,0.5920000000000001,,,,,,,,4.8608,,,,,
1089,K03499,,,0.6559999999999999,,,,,,,,6.6964,,,,,
1090,K03500,,,0.6631964916482255,,,,,,,,16.6554,,,,,
1091,K03501,,,0.6215803012921778,,,,,0.5953007418750328,,,95.19949999999999,,,,,11.780100000000001
1092,K03503,,,0.6,,,,,,,,2.0926,,,,,
1093,K03517,,,0.6399305001151941,,,,,0.6829999999999999,,,194.7383,,,,,7.6745
1094,K03518,,,0.6569212593887,,,,,,,,58.442499999999995,,,,,
1095,K03519,,,0.657,,,,,,,,6.4202,,,,,
1096,K03521,,,0.6450265976897371,,,,,0.753,,,280.3511999999999,,,,,5.289
1097,K03522,,,0.6623127691140518,,,,,,,,322.6269,,,,,
1098,K03523,,,0.6077928940655701,,,,,,,,20.900299999999998,,,,,
1099,K03524,,,0.6524089485936319,,,,,,,,36.7811,,,,,
1100,K03525,,,0.6344196327010372,,,,,0.6455536687010567,,,192.60799999999995,,,,,3.8929
1101,K03526,,,0.6545377847078594,,,,,,,,312.89059999999995,,,,,
1102,K03527,,,0.6450046822902543,,,,,,,,368.3934,,,,,
1103,K03528,,,,,,,,0.657,,,,,,,,3.6377
1104,K03530,,,0.6224024110045169,,,,,,,,108.6891,,,,,
1105,K03531,,,0.6463577490741607,,,,,,,,349.9408,,,,,
1106,K03534,,,0.5662425213183896,,,,,,,,28.055200000000006,,,,,
1107,K03536,,,0.6098628526435955,,,,,0.6629452323311908,,,128.2152,,,,,21.7712
1108,K03543,,,0.6729574328584784,,,,,,,,8.6266,,,,,
1109,K03544,,,0.6101748104368823,,,,,,,,447.3680000000001,,,,,
1110,K03545,,,0.630512231218441,,,,,0.639912605982103,,,272.7927,,,,,11.547
1111,K03546,,,0.741,,,,,,,,6.2551,,,,,
1112,K03547,,,0.6956261256520538,,,,,,,,15.6679,,,,,
1113,K03549,,,0.651999498706513,,,,,,,,150.67900000000003,,,,,
1114,K03550,,,0.64990377689166,,,,,,,,102.6159,,,,,
1115,K03551,,,0.6443898663023055,,,,,,,,157.36010000000002,,,,,
1116,K03553,,,0.6242630044420123,,,,,,,,239.53810000000001,,,,,
1117,K03554,,,0.6376456825213872,,,,,,,,14.916900000000002,,,,,
1118,K03556,,,0.7093903136876635,,,,,0.6920000000000001,,,112.22810000000001,,,,,3.3305
1119,K03558,,,0.6323197425702044,,,,,0.615,,,97.226,,,,,3.697
1120,K03559,,,0.5976957548797502,,,,,0.6271213549138877,,,458.9328999999998,,,,,95.55110000000002
1121,K03560,,,0.627,,,,,,,,15.7586,,,,,
1122,K03561,,,0.6313122328280344,,,,,0.655,,,428.02299999999997,,,,,7.8956
1123,K03562,,,0.6260363013492936,,,,,,,,45.6192,,,,,
1124,K03563,,,0.6161687105869624,,,,,0.617132754686948,,,68.6075,,,,,8.3506
1125,K03564,,,0.6148604238102422,,,,,,,,115.0632,,,,,
1126,K03565,,,0.6289285496747404,,,,,0.6434475285407876,,,49.863699999999994,,,,,8.9633
1127,K03566,,,0.6529490588017522,,,,,,,,18.5986,,,,,
1128,K03567,,,0.6678011559456554,,,,,,,,14.201699999999999,,,,,
1129,K03568,,,0.5994950060346455,,,,,,,,13.4317,,,,,
1130,K03569,0.536,,0.6256036462122618,,,,,,11.6149,,453.15369999999996,,,,,
